These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   11  06  08    40    15.27
SMO 2015   11  06  08    45    14.50
SMO 2015   11  06  08    50    15.97
SMO 2015   11  06  08    55    16.52
SMO 2015   11  06  09    00    16.83
SMO 2015   11  06  09    05    16.02
SMO 2015   11  06  09    10    15.34
SMO 2015   11  06  09    15    15.32
SMO 2015   11  06  09    20    16.25
SMO 2015   11  06  09    25    16.49
SMO 2015   11  06  09    30    16.27
SMO 2015   11  06  09    35    16.46
SMO 2015   11  06  09    40    16.59
SMO 2015   11  06  09    45    16.63
SMO 2015   11  06  09    50    15.77
SMO 2015   11  06  09    55    15.97
SMO 2015   11  06  10    00    16.77
SMO 2015   11  06  10    05    16.03
SMO 2015   11  06  10    10    16.80
SMO 2015   11  06  10    15    16.33
SMO 2015   11  06  10    20    16.98
SMO 2015   11  06  10    25    15.78
SMO 2015   11  06  10    30    15.60
SMO 2015   11  06  10    35    15.26
SMO 2015   11  06  10    40    16.07
SMO 2015   11  06  10    45    17.03
SMO 2015   11  06  10    50    16.44
SMO 2015   11  06  10    55    15.81
SMO 2015   11  06  11    00    15.76
SMO 2015   11  06  11    05    15.65
SMO 2015   11  06  11    10    16.26
SMO 2015   11  06  11    15    16.80
SMO 2015   11  06  11    20    16.55
SMO 2015   11  06  11    25    16.81
SMO 2015   11  06  11    30    16.43
SMO 2015   11  06  11    35    15.96
SMO 2015   11  06  11    40    16.29
SMO 2015   11  06  11    45    17.08
SMO 2015   11  06  11    50    16.70
SMO 2015   11  06  11    55    15.87
SMO 2015   11  06  12    00    16.72
SMO 2015   11  06  12    05    15.90
SMO 2015   11  06  12    10    15.63
SMO 2015   11  06  12    15    17.14
SMO 2015   11  06  12    20    16.56
SMO 2015   11  06  12    25    16.81
SMO 2015   11  06  12    30    16.72
SMO 2015   11  06  12    35    16.73
SMO 2015   11  06  12    40    16.70
SMO 2015   11  06  12    45    16.24
SMO 2015   11  06  12    50    16.24
SMO 2015   11  06  12    55    16.90
SMO 2015   11  06  13    00    17.16
SMO 2015   11  06  13    05    17.21
SMO 2015   11  06  13    10    17.33
SMO 2015   11  06  13    15    17.20
SMO 2015   11  06  13    20    16.65
SMO 2015   11  06  13    25    16.64
SMO 2015   11  06  13    30    17.00
SMO 2015   11  06  13    35    17.59
SMO 2015   11  06  13    40    17.24
SMO 2015   11  06  13    45    17.41
SMO 2015   11  06  13    50    17.29
SMO 2015   11  06  13    55    16.89
SMO 2015   11  06  14    00    16.43
SMO 2015   11  06  14    05    17.08
SMO 2015   11  06  14    10    17.55
SMO 2015   11  06  14    15    17.58
SMO 2015   11  06  14    20    18.19
SMO 2015   11  06  14    25    17.04
SMO 2015   11  06  14    30    16.91
SMO 2015   11  06  14    35    17.18
SMO 2015   11  06  14    40    18.29
SMO 2015   11  06  14    45    17.59
SMO 2015   11  06  14    50    17.89
SMO 2015   11  06  14    55    17.82
SMO 2015   11  06  15    00    18.27
SMO 2015   11  06  15    05    17.52
SMO 2015   11  06  15    10    17.36
SMO 2015   11  06  15    15    17.70
SMO 2015   11  06  15    20    17.83
SMO 2015   11  06  15    25    17.72
SMO 2015   11  06  15    30    18.26
SMO 2015   11  06  15    35    18.20
SMO 2015   11  06  15    40    18.04
SMO 2015   11  06  15    45    17.47
SMO 2015   11  06  15    50    17.10
SMO 2015   11  06  15    55    18.38
SMO 2015   11  06  16    00    17.97
SMO 2015   11  06  16    05    17.98
SMO 2015   11  06  16    10    18.01
SMO 2015   11  06  16    15    17.79
SMO 2015   11  06  16    20    17.53
SMO 2015   11  06  16    25    17.50
SMO 2015   11  06  16    30    18.35
SMO 2015   11  06  16    35    18.17
SMO 2015   11  06  16    40    17.73
SMO 2015   11  06  16    45    18.00
SMO 2015   11  06  16    50    18.27
SMO 2015   11  06  16    55    17.70
SMO 2015   11  06  17    00    18.07
SMO 2015   11  06  17    10    17.66
SMO 2015   11  06  17    15    18.10
SMO 2015   11  06  17    20    17.82
SMO 2015   11  06  17    25    18.02
SMO 2015   11  06  17    30    18.10
SMO 2015   11  06  17    35    18.38
SMO 2015   11  06  17    40    18.03
SMO 2015   11  06  17    45    16.92
SMO 2015   11  06  17    50    18.13
SMO 2015   11  06  17    55    18.05
SMO 2015   11  06  18    00    17.92
SMO 2015   11  06  18    05    17.37
SMO 2015   11  06  18    10    17.91
SMO 2015   11  06  18    15    17.33
SMO 2015   11  06  18    20    17.48
SMO 2015   11  06  18    25    17.35
SMO 2015   11  06  18    30    17.86
SMO 2015   11  06  18    35    18.21
SMO 2015   11  06  18    40    18.42
SMO 2015   11  06  18    45    17.09
SMO 2015   11  06  18    50    17.70
SMO 2015   11  06  18    55    17.71
SMO 2015   11  06  19    00    17.16
SMO 2015   11  06  19    05    17.79
SMO 2015   11  06  19    10    17.86
SMO 2015   11  06  19    15    17.70
SMO 2015   11  06  19    20    18.28
SMO 2015   11  06  19    25    18.16
SMO 2015   11  06  19    30    18.35
SMO 2015   11  06  19    35    18.55
SMO 2015   11  06  19    40    17.97
SMO 2015   11  06  19    45    18.13
SMO 2015   11  06  19    50    17.72
SMO 2015   11  06  19    55    17.74
SMO 2015   11  06  20    00    17.48
SMO 2015   11  06  20    05    18.13
SMO 2015   11  06  20    10    17.24
SMO 2015   11  06  20    15    17.86
SMO 2015   11  06  20    20    18.08
SMO 2015   11  06  20    25    17.72
SMO 2015   11  06  20    30    17.63
SMO 2015   11  06  20    35    17.65
SMO 2015   11  06  20    40    17.56
SMO 2015   11  06  20    50    17.56
SMO 2015   11  06  20    55    17.80
SMO 2015   11  06  21    00    17.90
SMO 2015   11  06  21    05    17.65
SMO 2015   11  06  21    10    18.09
SMO 2015   11  06  21    15    17.78
SMO 2015   11  06  21    20    17.37
SMO 2015   11  06  21    25    17.51
SMO 2015   11  06  21    30    17.17
SMO 2015   11  06  21    35    17.37
SMO 2015   11  06  21    40    16.56
SMO 2015   11  06  21    45    16.70
SMO 2015   11  06  21    50    17.71
SMO 2015   11  06  21    55    17.65
SMO 2015   11  06  22    00    17.72
SMO 2015   11  06  22    05    16.17
SMO 2015   11  06  22    10    16.97
SMO 2015   11  06  22    15    16.91
SMO 2015   11  06  22    20    16.83
SMO 2015   11  06  22    25    16.43
SMO 2015   11  06  22    30    16.54
SMO 2015   11  06  22    35    16.89
SMO 2015   11  06  22    40    16.87
SMO 2015   11  06  22    45    15.72
SMO 2015   11  06  22    50    16.74
SMO 2015   11  06  22    55    16.56
SMO 2015   11  06  23    00    16.28
SMO 2015   11  06  23    05    16.69
SMO 2015   11  06  23    10    16.10
SMO 2015   11  06  23    15    15.87
SMO 2015   11  06  23    20    15.92
SMO 2015   11  06  23    25    16.50
SMO 2015   11  06  23    30    16.06
SMO 2015   11  06  23    35    15.83
SMO 2015   11  06  23    40    16.45
SMO 2015   11  06  23    45    15.89
SMO 2015   11  06  23    50    15.66
SMO 2015   11  06  23    55    15.52
SMO 2015   11  07  00    00    14.76
SMO 2015   11  07  00    05    15.03
SMO 2015   11  07  00    10    14.95
SMO 2015   11  07  00    15    15.57
SMO 2015   11  07  00    20    15.71
SMO 2015   11  07  00    25    14.75
SMO 2015   11  07  00    30    15.33
SMO 2015   11  07  00    35    14.88
SMO 2015   11  07  00    40    15.37
SMO 2015   11  07  00    45    15.09
SMO 2015   11  07  00    50    15.32
SMO 2015   11  07  00    55    14.48
SMO 2015   11  07  01    00    15.24
SMO 2015   11  07  01    05    14.47
SMO 2015   11  07  01    10    14.99
SMO 2015   11  07  01    15    15.29
SMO 2015   11  07  01    20    14.75
SMO 2015   11  07  01    25    15.15
SMO 2015   11  07  01    30    15.10
SMO 2015   11  07  01    35    14.82
SMO 2015   11  07  01    40    15.36
SMO 2015   11  07  01    50    15.03
SMO 2015   11  07  01    55    15.26
SMO 2015   11  07  02    00    15.38
SMO 2015   11  07  02    05    15.40
SMO 2015   11  07  02    10    14.50
SMO 2015   11  07  02    15    14.81
SMO 2015   11  07  02    20    15.15
SMO 2015   11  07  02    25    15.02
SMO 2015   11  07  02    30    15.20
SMO 2015   11  07  02    35    14.94
SMO 2015   11  07  02    40    14.80
SMO 2015   11  07  02    45    14.66
SMO 2015   11  07  02    50    13.74
SMO 2015   11  07  02    55    14.00
SMO 2015   11  07  03    00    14.41
SMO 2015   11  07  03    05    14.53
SMO 2015   11  07  03    10    14.66
SMO 2015   11  07  03    15    14.75
SMO 2015   11  07  03    20    14.69
SMO 2015   11  07  03    25    14.47
SMO 2015   11  07  03    30    14.57
SMO 2015   11  07  03    35    14.53
SMO 2015   11  07  03    40    14.81
SMO 2015   11  07  03    45    13.56
SMO 2015   11  07  03    50    14.34
SMO 2015   11  07  03    55    14.31
SMO 2015   11  07  04    00    15.36
SMO 2015   11  07  04    05    14.37
SMO 2015   11  07  04    10    15.07
SMO 2015   11  07  04    15    15.26
SMO 2015   11  07  04    25    15.24
SMO 2015   11  07  04    30    15.62
SMO 2015   11  07  04    35    15.28
SMO 2015   11  07  04    40    15.41
SMO 2015   11  07  04    45    14.19
SMO 2015   11  07  04    50    14.32
SMO 2015   11  07  04    55    15.64
SMO 2015   11  07  05    00    14.75
SMO 2015   11  07  05    05    15.48
SMO 2015   11  07  05    10    14.72
SMO 2015   11  07  05    15    15.00
SMO 2015   11  07  05    20    14.99
SMO 2015   11  07  05    25    15.34
SMO 2015   11  07  05    30    15.02
SMO 2015   11  07  05    35    15.43
SMO 2015   11  07  05    40    14.76
SMO 2015   11  07  05    45    14.84
SMO 2015   11  07  05    50    15.59
SMO 2015   11  07  05    55    14.91
SMO 2015   11  07  06    00    15.07
SMO 2015   11  07  06    05    14.98
SMO 2015   11  07  06    10    15.22
SMO 2015   11  07  06    15    15.20
SMO 2015   11  07  06    20    15.00
SMO 2015   11  07  06    25    14.75
SMO 2015   11  07  06    30    15.05
SMO 2015   11  07  06    35    14.61
SMO 2015   11  07  06    40    14.84
SMO 2015   11  07  06    45    14.07
SMO 2015   11  07  06    50    14.50
SMO 2015   11  07  06    55    15.05
SMO 2015   11  07  07    00    15.19
SMO 2015   11  07  07    05    15.18
SMO 2015   11  07  07    10    15.05
SMO 2015   11  07  07    15    15.28
SMO 2015   11  07  07    20    14.84
SMO 2015   11  07  07    25    14.79
SMO 2015   11  07  07    30    14.77
SMO 2015   11  07  07    35    14.03
SMO 2015   11  07  07    40    14.23
SMO 2015   11  07  07    45    14.75
SMO 2015   11  07  07    50    14.94
SMO 2015   11  07  07    55    15.01
SMO 2015   11  07  08    00    14.48
SMO 2015   11  07  08    05    14.53
SMO 2015   11  07  08    10    14.60
SMO 2015   11  07  08    15    13.84
SMO 2015   11  07  08    20    14.67
SMO 2015   11  07  08    25    15.23
SMO 2015   11  07  08    30    14.96
SMO 2015   11  07  08    35    14.87
SMO 2015   11  07  08    40    15.13
SMO 2015   11  07  08    45    14.84
SMO 2015   11  07  08    50    14.56
SMO 2015   11  07  08    55    14.44
SMO 2015   11  07  09    00    14.96
SMO 2015   11  07  09    05    14.89
SMO 2015   11  07  09    10    15.05
SMO 2015   11  07  09    15    14.39
SMO 2015   11  07  09    20    15.49
SMO 2015   11  07  09    25    14.38
SMO 2015   11  07  09    30    13.77
SMO 2015   11  07  09    35    14.43
SMO 2015   11  07  09    40    15.15
SMO 2015   11  07  09    45    14.75
SMO 2015   11  07  09    50    14.94
SMO 2015   11  07  09    55    14.29
SMO 2015   11  07  10    00    13.67
SMO 2015   11  07  10    05    13.94
SMO 2015   11  07  10    10    14.66
SMO 2015   11  07  10    15    14.47
SMO 2015   11  07  10    20    14.63
SMO 2015   11  07  10    25    14.25
SMO 2015   11  07  10    30    14.62
SMO 2015   11  07  10    35    13.45
SMO 2015   11  07  10    40    13.27
SMO 2015   11  07  10    45    13.90
SMO 2015   11  07  10    50    14.25
SMO 2015   11  07  10    55    14.44
SMO 2015   11  07  11    00    14.16
SMO 2015   11  07  11    05    14.48
SMO 2015   11  07  11    10    14.31
SMO 2015   11  07  11    15    13.11
SMO 2015   11  07  11    20    13.33
SMO 2015   11  07  11    25    14.11
SMO 2015   11  07  11    30    14.05
SMO 2015   11  07  11    35    14.34
SMO 2015   11  07  11    40    13.99
SMO 2015   11  07  11    45    14.32
SMO 2015   11  07  11    50    14.05
SMO 2015   11  07  11    55    13.07
SMO 2015   11  07  12    00    13.09
SMO 2015   11  07  12    05    14.14
SMO 2015   11  07  12    10    13.92
SMO 2015   11  07  12    15    14.14
SMO 2015   11  07  12    20    13.95
SMO 2015   11  07  12    25    14.17
SMO 2015   11  07  12    30    13.67
SMO 2015   11  07  12    35    13.09
SMO 2015   11  07  12    40    13.91
SMO 2015   11  07  12    45    14.56
SMO 2015   11  07  12    50    14.35
SMO 2015   11  07  12    55    14.21
SMO 2015   11  07  13    00    13.54
SMO 2015   11  07  13    05    12.89
SMO 2015   11  07  13    10    14.20
SMO 2015   11  07  13    15    14.37
SMO 2015   11  07  13    20    14.19
SMO 2015   11  07  13    25    14.51
SMO 2015   11  07  13    30    13.74
SMO 2015   11  07  13    35    13.30
SMO 2015   11  07  13    40    14.24
SMO 2015   11  07  13    45    14.49
SMO 2015   11  07  13    50    14.59
SMO 2015   11  07  13    55    14.30
SMO 2015   11  07  14    00    14.37
SMO 2015   11  07  14    05    14.36
SMO 2015   11  07  14    10    13.57
SMO 2015   11  07  14    15    13.58
SMO 2015   11  07  14    20    14.63
SMO 2015   11  07  14    25    14.73
SMO 2015   11  07  14    30    14.85
SMO 2015   11  07  14    35    12.50
SMO 2015   11  07  14    40    13.27
SMO 2015   11  07  14    45    13.56
SMO 2015   11  07  14    50    14.55
SMO 2015   11  07  14    55    14.23
SMO 2015   11  07  15    00    14.67
SMO 2015   11  07  15    05    14.37
SMO 2015   11  07  15    10    13.45
SMO 2015   11  07  15    15    13.72
SMO 2015   11  07  15    20    14.43
SMO 2015   11  07  15    25    14.32
SMO 2015   11  07  15    30    14.80
SMO 2015   11  07  15    35    14.05
SMO 2015   11  07  15    40    14.45
SMO 2015   11  07  15    45    13.94
SMO 2015   11  07  15    50    13.32
SMO 2015   11  07  15    55    13.95
SMO 2015   11  07  16    00    15.01
SMO 2015   11  07  16    05    14.08
SMO 2015   11  07  16    10    14.87
SMO 2015   11  07  16    15    13.85
SMO 2015   11  07  16    20    13.41
SMO 2015   11  07  16    25    13.95
SMO 2015   11  07  16    30    13.74
SMO 2015   11  07  16    35    13.88
SMO 2015   11  07  16    40    14.32
SMO 2015   11  07  16    45    13.84
SMO 2015   11  07  16    50    13.88
SMO 2015   11  07  16    55    14.45
SMO 2015   11  07  17    00    14.59
SMO 2015   11  07  17    05    14.77
SMO 2015   11  07  17    10    14.63
SMO 2015   11  07  17    15    13.86
SMO 2015   11  07  17    20    13.53
SMO 2015   11  07  17    25    14.32
SMO 2015   11  07  17    30    14.41
SMO 2015   11  07  17    35    14.49
SMO 2015   11  07  17    40    14.37
SMO 2015   11  07  17    45    14.38
SMO 2015   11  07  17    50    14.36
SMO 2015   11  07  17    55    13.76
SMO 2015   11  07  18    00    13.98
SMO 2015   11  07  18    05    14.70
SMO 2015   11  07  18    10    14.82
SMO 2015   11  07  18    15    14.63
SMO 2015   11  07  18    20    14.56
SMO 2015   11  07  18    25    14.42
SMO 2015   11  07  18    30    14.10
SMO 2015   11  07  18    35    13.42
SMO 2015   11  07  18    40    13.13
SMO 2015   11  07  18    45    15.07
SMO 2015   11  07  18    50    14.58
SMO 2015   11  07  18    55    14.30
SMO 2015   11  07  19    00    14.52
SMO 2015   11  07  19    05    14.04
SMO 2015   11  07  19    10    14.36
SMO 2015   11  07  19    15    15.01
SMO 2015   11  07  19    20    13.90
SMO 2015   11  07  19    25    13.72
SMO 2015   11  07  19    35    15.31
SMO 2015   11  07  19    40    14.99
SMO 2015   11  07  19    45    15.20
SMO 2015   11  07  19    50    15.48
SMO 2015   11  07  19    55    14.45
SMO 2015   11  07  20    00    14.90
SMO 2015   11  07  20    05    15.08
SMO 2015   11  07  20    10    15.17
SMO 2015   11  07  20    15    15.55
SMO 2015   11  07  20    20    15.29
SMO 2015   11  07  20    25    14.90
SMO 2015   11  07  20    30    15.74
SMO 2015   11  07  20    35    13.82
SMO 2015   11  07  20    40    13.44
SMO 2015   11  07  20    45    14.58
SMO 2015   11  07  20    50    14.98
SMO 2015   11  07  20    55    14.22
SMO 2015   11  07  21    00    13.69
SMO 2015   11  07  21    05    13.68
SMO 2015   11  07  21    10    13.95
SMO 2015   11  07  21    15    13.26
SMO 2015   11  07  21    20    13.41
SMO 2015   11  07  21    25    12.92
SMO 2015   11  07  21    30    14.13
SMO 2015   11  07  21    35    13.38
SMO 2015   11  07  21    40    13.61
SMO 2015   11  07  21    45    13.94
SMO 2015   11  07  21    50    13.37
SMO 2015   11  07  21    55    13.68
SMO 2015   11  07  22    00    12.98
SMO 2015   11  07  22    05    12.57
SMO 2015   11  07  22    10    12.75
SMO 2015   11  07  22    15    13.74
SMO 2015   11  07  22    20    13.39
SMO 2015   11  07  22    25    13.40
SMO 2015   11  07  22    30    13.47
SMO 2015   11  07  22    35    12.73
SMO 2015   11  07  22    40    13.61
SMO 2015   11  07  22    45    13.34
SMO 2015   11  07  22    50    12.84
SMO 2015   11  07  22    55    13.18
SMO 2015   11  07  23    00    12.21
SMO 2015   11  07  23    05    12.06
SMO 2015   11  07  23    10    13.02
SMO 2015   11  07  23    15    12.70
SMO 2015   11  07  23    20    13.26
SMO 2015   11  07  23    25    12.79
SMO 2015   11  07  23    30    13.11
SMO 2015   11  07  23    35    12.41
SMO 2015   11  07  23    40    12.97
SMO 2015   11  07  23    45    11.66
SMO 2015   11  07  23    50    11.74
SMO 2015   11  07  23    55    12.93
SMO 2015   11  08  00    00    12.85
SMO 2015   11  08  00    05    12.65
SMO 2015   11  08  00    10    12.61
SMO 2015   11  08  00    15    12.90
SMO 2015   11  08  00    20    13.14
SMO 2015   11  08  00    25    13.00
SMO 2015   11  08  00    30    12.95
SMO 2015   11  08  00    35    12.39
SMO 2015   11  08  00    40    12.29
SMO 2015   11  08  00    45    12.78
SMO 2015   11  08  00    50    13.29
SMO 2015   11  08  00    55    13.08
SMO 2015   11  08  01    00    12.89
SMO 2015   11  08  01    10    12.88
SMO 2015   11  08  01    15    13.30
SMO 2015   11  08  01    20    12.34
SMO 2015   11  08  01    25    12.25
SMO 2015   11  08  01    30    12.76
SMO 2015   11  08  01    35    13.07
SMO 2015   11  08  01    40    12.75
SMO 2015   11  08  01    45    12.85
SMO 2015   11  08  01    50    13.53
SMO 2015   11  08  01    55    13.44
SMO 2015   11  08  02    00    13.41
SMO 2015   11  08  02    05    13.83
SMO 2015   11  08  02    10    11.88
SMO 2015   11  08  02    15    11.67
SMO 2015   11  08  02    20    13.08
SMO 2015   11  08  02    25    12.79
SMO 2015   11  08  02    30    12.92
SMO 2015   11  08  02    35    12.73
SMO 2015   11  08  02    40    12.41
SMO 2015   11  08  02    45    12.67
SMO 2015   11  08  02    50    13.40
SMO 2015   11  08  02    55    11.95
SMO 2015   11  08  03    00    12.15
SMO 2015   11  08  03    05    12.45
SMO 2015   11  08  03    10    13.23
SMO 2015   11  08  03    15    12.84
SMO 2015   11  08  03    20    13.22
SMO 2015   11  08  03    25    13.10
SMO 2015   11  08  03    30    12.82
SMO 2015   11  08  03    35    13.08
SMO 2015   11  08  03    40    12.81
SMO 2015   11  08  03    45    11.24
SMO 2015   11  08  03    50    12.89
SMO 2015   11  08  03    55    13.06
SMO 2015   11  08  04    00    12.68
SMO 2015   11  08  04    05    13.39
SMO 2015   11  08  04    10    12.47
SMO 2015   11  08  04    15    12.40
SMO 2015   11  08  04    20    12.41
SMO 2015   11  08  04    25    11.61
SMO 2015   11  08  04    30    11.92
SMO 2015   11  08  04    35    11.96
SMO 2015   11  08  04    40    12.47
SMO 2015   11  08  04    45    12.70
SMO 2015   11  08  04    50    11.75
SMO 2015   11  08  04    55    12.64
SMO 2015   11  08  05    00    11.99
SMO 2015   11  08  05    05    11.34
SMO 2015   11  08  05    10    12.13
SMO 2015   11  08  05    15    12.68
SMO 2015   11  08  05    20    11.87
SMO 2015   11  08  05    25    12.30
SMO 2015   11  08  05    30    12.49
SMO 2015   11  08  05    35    12.19
SMO 2015   11  08  05    40    11.50
SMO 2015   11  08  05    45    11.21
SMO 2015   11  08  05    50    12.24
SMO 2015   11  08  05    55    12.34
SMO 2015   11  08  06    00    12.63
SMO 2015   11  08  06    05    12.43
SMO 2015   11  08  06    10    12.29
SMO 2015   11  08  06    15    11.63
SMO 2015   11  08  06    20    11.28
SMO 2015   11  08  06    25    11.80
SMO 2015   11  08  06    30    11.95
SMO 2015   11  08  06    35    12.11
SMO 2015   11  08  06    40    12.51
SMO 2015   11  08  06    45    12.39
SMO 2015   11  08  06    50    12.30
SMO 2015   11  08  06    55    11.48
SMO 2015   11  08  07    00    11.17
SMO 2015   11  08  07    05    11.74
SMO 2015   11  08  07    10    12.45
SMO 2015   11  08  07    15    12.47
SMO 2015   11  08  07    20    12.68
SMO 2015   11  08  07    25    12.25
SMO 2015   11  08  07    30    12.04
SMO 2015   11  08  07    35    11.50
SMO 2015   11  08  07    40    11.99
SMO 2015   11  08  07    45    12.77
SMO 2015   11  08  07    50    12.68
SMO 2015   11  08  07    55    12.91
SMO 2015   11  08  08    00    12.58
SMO 2015   11  08  08    05    12.42
SMO 2015   11  08  08    10    12.45
SMO 2015   11  08  08    15    11.74
SMO 2015   11  08  08    20    11.87
SMO 2015   11  08  08    25    12.91
SMO 2015   11  08  08    30    12.45
SMO 2015   11  08  08    35    12.32
SMO 2015   11  08  08    40    11.99
SMO 2015   11  08  08    45    13.44
SMO 2015   11  08  08    50    12.39
SMO 2015   11  08  08    55    11.66
SMO 2015   11  08  09    00    12.76
SMO 2015   11  08  09    05    12.88
SMO 2015   11  08  09    10    12.05
SMO 2015   11  08  09    15    12.67
SMO 2015   11  08  09    20    12.76
SMO 2015   11  08  09    25    12.91
SMO 2015   11  08  09    30    10.84
SMO 2015   11  08  09    35    11.90
SMO 2015   11  08  09    40    12.71
SMO 2015   11  08  09    45    12.60
SMO 2015   11  08  09    50    12.86
SMO 2015   11  08  09    55    12.72
SMO 2015   11  08  10    00    13.16
SMO 2015   11  08  10    05    12.92
SMO 2015   11  08  10    10    12.35
SMO 2015   11  08  10    15    12.48
SMO 2015   11  08  10    20    13.08
SMO 2015   11  08  10    25    13.16
SMO 2015   11  08  10    30    13.21
SMO 2015   11  08  10    35    13.10
SMO 2015   11  08  10    40    13.61
SMO 2015   11  08  10    45    12.76
SMO 2015   11  08  10    50    12.85
SMO 2015   11  08  10    55    13.50
SMO 2015   11  08  11    00    14.36
SMO 2015   11  08  11    05    13.88
SMO 2015   11  08  11    10    13.99
SMO 2015   11  08  11    15    12.95
SMO 2015   11  08  11    20    13.08
SMO 2015   11  08  11    25    13.08
SMO 2015   11  08  11    30    13.64
SMO 2015   11  08  11    35    13.88
SMO 2015   11  08  11    40    13.77
SMO 2015   11  08  11    45    13.70
SMO 2015   11  08  11    50    13.65
SMO 2015   11  08  11    55    12.67
SMO 2015   11  08  12    00    12.70
SMO 2015   11  08  12    05    13.33
SMO 2015   11  08  12    10    13.06
SMO 2015   11  08  12    15    12.86
SMO 2015   11  08  12    20    12.98
SMO 2015   11  08  12    25    12.81
SMO 2015   11  08  12    30    12.06
SMO 2015   11  08  12    35    12.35
SMO 2015   11  08  12    40    12.65
SMO 2015   11  08  12    45    13.47
SMO 2015   11  08  12    50    13.27
SMO 2015   11  08  12    55    13.50
SMO 2015   11  08  13    00    12.77
SMO 2015   11  08  13    05    12.16
SMO 2015   11  08  13    10    12.53
SMO 2015   11  08  13    15    12.57
SMO 2015   11  08  13    20    12.88
SMO 2015   11  08  13    25    13.21
SMO 2015   11  08  13    30    12.90
SMO 2015   11  08  13    35    13.21
SMO 2015   11  08  13    40    12.46
SMO 2015   11  08  13    45    12.16
SMO 2015   11  08  13    50    12.63
SMO 2015   11  08  13    55    13.20
SMO 2015   11  08  14    00    12.82
SMO 2015   11  08  14    05    13.07
SMO 2015   11  08  14    10    12.96
SMO 2015   11  08  14    15    13.02
SMO 2015   11  08  14    20    12.15
SMO 2015   11  08  14    25    12.11
SMO 2015   11  08  14    30    12.95
SMO 2015   11  08  14    35    12.86
SMO 2015   11  08  14    40    13.32
SMO 2015   11  08  14    45    12.87
SMO 2015   11  08  14    50    13.17
SMO 2015   11  08  14    55    12.92
SMO 2015   11  08  15    00    12.17
SMO 2015   11  08  15    05    12.80
SMO 2015   11  08  15    10    13.03
SMO 2015   11  08  15    15    13.21
SMO 2015   11  08  15    20    13.15
SMO 2015   11  08  15    25    13.10
SMO 2015   11  08  15    30    12.37
SMO 2015   11  08  15    35    11.80
SMO 2015   11  08  15    40    13.27
SMO 2015   11  08  15    45    12.84
SMO 2015   11  08  15    50    12.72
SMO 2015   11  08  15    55    12.80
SMO 2015   11  08  16    00    13.24
SMO 2015   11  08  16    05    12.48
SMO 2015   11  08  16    10    11.98
SMO 2015   11  08  16    15    12.62
SMO 2015   11  08  16    20    13.37
SMO 2015   11  08  16    25    13.14
SMO 2015   11  08  16    30    13.20
SMO 2015   11  08  16    35    13.14
SMO 2015   11  08  16    40    13.45
SMO 2015   11  08  16    45    12.76
SMO 2015   11  08  16    50    11.98
SMO 2015   11  08  16    55    12.88
SMO 2015   11  08  17    00    12.88
SMO 2015   11  08  17    05    12.61
SMO 2015   11  08  17    10    13.49
SMO 2015   11  08  17    15    13.18
SMO 2015   11  08  17    20    12.38
SMO 2015   11  08  17    25    13.10
SMO 2015   11  08  17    30    12.75
SMO 2015   11  08  17    35    12.61
SMO 2015   11  08  17    40    12.74
SMO 2015   11  08  17    45    13.20
SMO 2015   11  08  17    50    12.90
SMO 2015   11  08  17    55    12.58
SMO 2015   11  08  18    00    12.91
SMO 2015   11  08  18    05    12.91
SMO 2015   11  08  18    10    13.22
SMO 2015   11  08  18    15    12.66
SMO 2015   11  08  18    20    13.24
SMO 2015   11  08  18    25    13.73
SMO 2015   11  08  18    30    13.44
SMO 2015   11  08  18    35    13.17
SMO 2015   11  08  18    40    12.76
SMO 2015   11  08  18    45    12.25
SMO 2015   11  08  18    50    13.01
SMO 2015   11  08  18    55    12.98
SMO 2015   11  08  19    00    12.94
SMO 2015   11  08  19    05    13.04
SMO 2015   11  08  19    10    13.06
SMO 2015   11  08  19    15    12.55
SMO 2015   11  08  19    20    13.15
SMO 2015   11  08  19    25    13.24
SMO 2015   11  08  19    30    12.54
SMO 2015   11  08  19    35    12.72
SMO 2015   11  08  19    40    13.42
SMO 2015   11  08  19    45    12.77
SMO 2015   11  08  19    50    13.37
SMO 2015   11  08  19    55    12.86
SMO 2015   11  08  20    00    13.03
SMO 2015   11  08  20    05    12.54
SMO 2015   11  08  20    10    12.52
SMO 2015   11  08  20    15    13.39
SMO 2015   11  08  20    20    13.02
SMO 2015   11  08  20    25    13.60
SMO 2015   11  08  20    30    13.21
