These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   07  14  00    40    14.34
SMO 2015   07  14  00    45    14.14
SMO 2015   07  14  00    50    13.61
SMO 2015   07  14  00    55    13.85
SMO 2015   07  14  01    00    13.89
SMO 2015   07  14  01    05    14.48
SMO 2015   07  14  01    10    14.31
SMO 2015   07  14  01    15    13.67
SMO 2015   07  14  01    20    14.98
SMO 2015   07  14  01    25    13.81
SMO 2015   07  14  01    30    14.63
SMO 2015   07  14  01    35    14.49
SMO 2015   07  14  01    40    14.76
SMO 2015   07  14  01    45    14.79
SMO 2015   07  14  01    50    15.97
SMO 2015   07  14  01    55    15.37
SMO 2015   07  14  02    00    15.75
SMO 2015   07  14  02    05    15.63
SMO 2015   07  14  02    10    15.14
SMO 2015   07  14  02    15    15.70
SMO 2015   07  14  02    20    15.88
SMO 2015   07  14  02    25    15.18
SMO 2015   07  14  02    30    15.08
SMO 2015   07  14  02    35    15.84
SMO 2015   07  14  02    40    15.45
SMO 2015   07  14  02    45    15.40
SMO 2015   07  14  02    50    14.66
SMO 2015   07  14  02    55    14.75
SMO 2015   07  14  03    00    13.86
SMO 2015   07  14  03    05    14.05
SMO 2015   07  14  03    10    14.02
SMO 2015   07  14  03    20    15.39
SMO 2015   07  14  03    25    15.31
SMO 2015   07  14  03    30    15.23
SMO 2015   07  14  03    35    15.67
SMO 2015   07  14  03    40    15.44
SMO 2015   07  14  03    45    16.52
SMO 2015   07  14  03    50    16.50
SMO 2015   07  14  03    55    15.80
SMO 2015   07  14  04    00    15.97
SMO 2015   07  14  04    05    16.45
SMO 2015   07  14  04    10    16.67
SMO 2015   07  14  04    15    16.94
SMO 2015   07  14  04    20    16.75
SMO 2015   07  14  04    25    16.76
SMO 2015   07  14  04    30    15.98
SMO 2015   07  14  04    35    16.06
SMO 2015   07  14  04    40    16.14
SMO 2015   07  14  04    45    17.35
SMO 2015   07  14  04    50    18.34
SMO 2015   07  14  04    55    17.38
SMO 2015   07  14  05    00    17.28
SMO 2015   07  14  05    05    18.10
SMO 2015   07  14  05    10    18.10
SMO 2015   07  14  05    15    18.50
SMO 2015   07  14  05    20    17.93
SMO 2015   07  14  05    25    17.08
SMO 2015   07  14  05    30    17.74
SMO 2015   07  14  05    35    18.63
SMO 2015   07  14  05    40    18.64
SMO 2015   07  14  05    45    18.21
SMO 2015   07  14  05    50    18.64
SMO 2015   07  14  05    55    17.75
SMO 2015   07  14  06    00    18.49
SMO 2015   07  14  06    05    18.14
SMO 2015   07  14  06    10    18.98
SMO 2015   07  14  06    15    20.41
SMO 2015   07  14  06    20    18.70
SMO 2015   07  14  06    25    18.76
SMO 2015   07  14  06    30    18.56
SMO 2015   07  14  06    35    19.50
SMO 2015   07  14  06    40    19.62
SMO 2015   07  14  06    45    19.30
SMO 2015   07  14  06    50    18.55
SMO 2015   07  14  06    55    18.68
SMO 2015   07  14  07    00    18.51
SMO 2015   07  14  07    05    20.11
SMO 2015   07  14  07    10    19.45
SMO 2015   07  14  07    15    19.85
SMO 2015   07  14  07    20    18.99
SMO 2015   07  14  07    25    18.95
SMO 2015   07  14  07    30    20.02
SMO 2015   07  14  07    35    19.99
SMO 2015   07  14  07    40    20.56
SMO 2015   07  14  07    45    21.50
SMO 2015   07  14  07    50    19.83
SMO 2015   07  14  07    55    19.36
SMO 2015   07  14  08    00    20.19
SMO 2015   07  14  08    05    20.28
SMO 2015   07  14  08    10    19.83
SMO 2015   07  14  08    15    20.47
SMO 2015   07  14  08    20    21.10
SMO 2015   07  14  08    25    21.05
SMO 2015   07  14  08    30    20.51
SMO 2015   07  14  08    35    19.17
SMO 2015   07  14  08    40    21.13
SMO 2015   07  14  08    45    21.03
SMO 2015   07  14  08    50    21.41
SMO 2015   07  14  08    55    21.38
SMO 2015   07  14  09    00    21.08
SMO 2015   07  14  09    05    20.62
SMO 2015   07  14  09    10    21.38
SMO 2015   07  14  09    15    22.35
SMO 2015   07  14  09    20    22.67
SMO 2015   07  14  09    25    22.65
SMO 2015   07  14  09    30    21.58
SMO 2015   07  14  09    35    22.25
SMO 2015   07  14  09    40    22.38
SMO 2015   07  14  09    45    22.33
SMO 2015   07  14  09    50    22.52
SMO 2015   07  14  09    55    23.25
SMO 2015   07  14  10    00    21.91
SMO 2015   07  14  10    05    22.37
SMO 2015   07  14  10    10    23.00
SMO 2015   07  14  10    15    22.37
SMO 2015   07  14  10    20    22.49
SMO 2015   07  14  10    25    22.41
SMO 2015   07  14  10    30    23.09
SMO 2015   07  14  10    35    22.37
SMO 2015   07  14  10    40    23.14
SMO 2015   07  14  10    45    23.35
SMO 2015   07  14  10    50    23.18
SMO 2015   07  14  10    55    24.60
SMO 2015   07  14  11    00    23.58
SMO 2015   07  14  11    05    22.55
SMO 2015   07  14  11    10    22.49
SMO 2015   07  14  11    15    22.83
SMO 2015   07  14  11    20    22.89
SMO 2015   07  14  11    25    23.62
SMO 2015   07  14  11    30    22.71
SMO 2015   07  14  11    35    22.05
SMO 2015   07  14  11    40    22.96
SMO 2015   07  14  11    45    23.76
SMO 2015   07  14  11    50    23.27
SMO 2015   07  14  11    55    23.67
SMO 2015   07  14  12    00    24.25
SMO 2015   07  14  12    05    22.42
SMO 2015   07  14  12    10    22.50
SMO 2015   07  14  12    15    23.24
SMO 2015   07  14  12    20    22.68
SMO 2015   07  14  12    25    23.37
SMO 2015   07  14  12    30    23.31
SMO 2015   07  14  12    35    22.06
SMO 2015   07  14  12    40    22.85
SMO 2015   07  14  12    45    23.91
SMO 2015   07  14  12    50    22.37
SMO 2015   07  14  12    55    23.11
SMO 2015   07  14  13    00    23.02
SMO 2015   07  14  13    05    22.48
SMO 2015   07  14  13    10    21.88
SMO 2015   07  14  13    15    22.83
SMO 2015   07  14  13    20    23.33
SMO 2015   07  14  13    25    22.85
SMO 2015   07  14  13    30    22.25
SMO 2015   07  14  13    35    22.67
SMO 2015   07  14  13    40    21.69
SMO 2015   07  14  13    45    22.55
SMO 2015   07  14  13    50    22.76
SMO 2015   07  14  13    55    23.08
SMO 2015   07  14  14    00    22.20
SMO 2015   07  14  14    05    22.25
SMO 2015   07  14  14    10    22.90
SMO 2015   07  14  14    15    23.05
SMO 2015   07  14  14    20    22.71
SMO 2015   07  14  14    25    22.82
SMO 2015   07  14  14    35    22.02
SMO 2015   07  14  14    40    23.03
SMO 2015   07  14  14    45    22.75
SMO 2015   07  14  14    50    22.55
SMO 2015   07  14  14    55    22.47
SMO 2015   07  14  15    00    22.26
SMO 2015   07  14  15    05    22.23
SMO 2015   07  14  15    10    22.48
SMO 2015   07  14  15    15    23.00
SMO 2015   07  14  15    20    22.86
SMO 2015   07  14  15    25    23.32
SMO 2015   07  14  15    30    23.18
SMO 2015   07  14  15    35    22.43
SMO 2015   07  14  15    40    22.89
SMO 2015   07  14  15    45    23.16
SMO 2015   07  14  15    50    23.53
SMO 2015   07  14  15    55    23.74
SMO 2015   07  14  16    00    22.33
SMO 2015   07  14  16    05    23.14
SMO 2015   07  14  16    10    22.97
SMO 2015   07  14  16    15    23.28
SMO 2015   07  14  16    20    23.53
SMO 2015   07  14  16    25    23.51
SMO 2015   07  14  16    30    23.50
SMO 2015   07  14  16    35    23.54
SMO 2015   07  14  16    40    23.19
SMO 2015   07  14  16    45    23.42
SMO 2015   07  14  16    50    23.26
SMO 2015   07  14  16    55    23.55
SMO 2015   07  14  17    00    22.92
SMO 2015   07  14  17    05    23.21
SMO 2015   07  14  17    10    23.97
SMO 2015   07  14  17    15    23.33
SMO 2015   07  14  17    20    23.84
SMO 2015   07  14  17    25    23.86
SMO 2015   07  14  17    30    23.73
SMO 2015   07  14  17    35    23.99
SMO 2015   07  14  17    40    25.05
SMO 2015   07  14  17    45    23.37
SMO 2015   07  14  17    50    25.90
SMO 2015   07  14  17    55    23.93
SMO 2015   07  14  18    00    23.33
SMO 2015   07  14  18    05    24.32
SMO 2015   07  14  18    10    24.60
SMO 2015   07  14  18    15    24.80
SMO 2015   07  14  18    20    25.36
SMO 2015   07  14  18    25    24.52
SMO 2015   07  14  18    30    24.24
SMO 2015   07  14  18    35    23.24
SMO 2015   07  14  18    40    24.88
SMO 2015   07  14  18    45    24.29
SMO 2015   07  14  18    50    24.14
SMO 2015   07  14  18    55    23.82
SMO 2015   07  14  19    00    23.75
SMO 2015   07  14  19    05    25.73
SMO 2015   07  14  19    10    25.47
SMO 2015   07  14  19    15    25.78
SMO 2015   07  14  19    20    25.87
SMO 2015   07  14  19    25    25.86
SMO 2015   07  14  19    30    24.98
SMO 2015   07  14  19    35    24.93
SMO 2015   07  14  19    40    25.65
SMO 2015   07  14  19    45    25.74
SMO 2015   07  14  19    50    25.29
SMO 2015   07  14  19    55    25.20
SMO 2015   07  14  20    00    25.28
SMO 2015   07  14  20    05    25.78
SMO 2015   07  14  20    10    25.46
SMO 2015   07  14  20    15    25.66
SMO 2015   07  14  20    20    25.95
SMO 2015   07  14  20    25    26.25
SMO 2015   07  14  20    30    25.98
SMO 2015   07  14  20    35    26.19
SMO 2015   07  14  20    40    26.19
SMO 2015   07  14  20    45  9999.99
SMO 2015   07  14  20    50  9999.99
SMO 2015   07  14  20    55  9999.99
SMO 2015   07  14  21    00  9999.99
SMO 2015   07  14  21    05  9999.99
SMO 2015   07  14  21    10  9999.99
SMO 2015   07  14  21    15  9999.99
SMO 2015   07  14  21    20  9999.99
SMO 2015   07  14  21    25  9999.99
SMO 2015   07  14  21    30  9999.99
SMO 2015   07  14  21    35  9999.99
SMO 2015   07  14  21    40  9999.99
SMO 2015   07  14  21    45  9999.99
SMO 2015   07  14  21    50  9999.99
SMO 2015   07  14  21    55  9999.99
SMO 2015   07  14  22    00  9999.99
SMO 2015   07  14  22    05  9999.99
SMO 2015   07  14  22    10    25.76
SMO 2015   07  14  22    15    25.56
SMO 2015   07  14  22    20    25.30
SMO 2015   07  14  22    25    25.22
SMO 2015   07  14  22    30    25.33
SMO 2015   07  14  22    35    25.71
SMO 2015   07  14  22    40    25.23
SMO 2015   07  14  22    45    25.09
SMO 2015   07  14  22    50    24.79
SMO 2015   07  14  22    55    24.68
SMO 2015   07  14  23    00    24.93
SMO 2015   07  14  23    05    24.88
SMO 2015   07  14  23    10    24.97
SMO 2015   07  14  23    15    24.87
SMO 2015   07  14  23    20    24.88
SMO 2015   07  14  23    25    24.44
SMO 2015   07  14  23    30    24.24
SMO 2015   07  14  23    35    24.65
SMO 2015   07  14  23    40    24.31
SMO 2015   07  14  23    45    23.74
SMO 2015   07  14  23    50    23.86
SMO 2015   07  14  23    55    23.52
SMO 2015   07  15  00    00    23.26
SMO 2015   07  15  00    05    23.22
SMO 2015   07  15  00    10    22.97
SMO 2015   07  15  00    15    23.54
SMO 2015   07  15  00    20    23.61
SMO 2015   07  15  00    25    23.22
SMO 2015   07  15  00    30    23.15
SMO 2015   07  15  00    40    23.20
SMO 2015   07  15  00    45    23.00
SMO 2015   07  15  00    50    23.37
SMO 2015   07  15  00    55    23.01
SMO 2015   07  15  01    00    22.91
SMO 2015   07  15  01    05    22.43
SMO 2015   07  15  01    10    23.25
SMO 2015   07  15  01    15    22.61
SMO 2015   07  15  01    20    23.40
SMO 2015   07  15  01    25    23.57
SMO 2015   07  15  01    30    23.83
SMO 2015   07  15  01    35    23.15
SMO 2015   07  15  01    40    23.98
SMO 2015   07  15  01    45    23.32
SMO 2015   07  15  01    50    23.01
SMO 2015   07  15  01    55    23.20
SMO 2015   07  15  02    00    22.42
SMO 2015   07  15  02    05    23.02
SMO 2015   07  15  02    10    22.98
SMO 2015   07  15  02    15    22.58
SMO 2015   07  15  02    20    22.43
SMO 2015   07  15  02    25    23.04
SMO 2015   07  15  02    30    23.24
SMO 2015   07  15  02    35    22.75
SMO 2015   07  15  02    40    23.00
SMO 2015   07  15  02    45    22.94
SMO 2015   07  15  02    50    21.82
SMO 2015   07  15  02    55    22.56
SMO 2015   07  15  03    00    22.42
SMO 2015   07  15  03    05    22.50
SMO 2015   07  15  03    10    22.10
SMO 2015   07  15  03    15    22.31
SMO 2015   07  15  03    20    22.48
SMO 2015   07  15  03    25    22.62
SMO 2015   07  15  03    30    22.44
SMO 2015   07  15  03    35    22.62
SMO 2015   07  15  03    40    22.68
SMO 2015   07  15  03    45    23.07
SMO 2015   07  15  03    50    23.35
SMO 2015   07  15  03    55    23.39
SMO 2015   07  15  04    00    23.39
SMO 2015   07  15  04    05    22.94
SMO 2015   07  15  04    10    23.86
SMO 2015   07  15  04    15    23.81
SMO 2015   07  15  04    20    24.23
SMO 2015   07  15  04    25    23.29
SMO 2015   07  15  04    30    23.85
SMO 2015   07  15  04    35    24.16
SMO 2015   07  15  04    40    23.68
SMO 2015   07  15  04    45    24.94
SMO 2015   07  15  04    50    24.40
SMO 2015   07  15  04    55    24.62
SMO 2015   07  15  05    00    24.78
SMO 2015   07  15  05    05    26.07
SMO 2015   07  15  05    10    25.79
SMO 2015   07  15  05    15    24.57
SMO 2015   07  15  05    20    25.39
SMO 2015   07  15  05    25    25.09
SMO 2015   07  15  05    30    24.87
SMO 2015   07  15  05    35    26.36
SMO 2015   07  15  05    40    26.53
SMO 2015   07  15  05    45    26.49
SMO 2015   07  15  05    50    26.34
SMO 2015   07  15  05    55    26.76
SMO 2015   07  15  06    00    25.12
SMO 2015   07  15  06    05    26.33
SMO 2015   07  15  06    10    26.38
SMO 2015   07  15  06    15    26.39
SMO 2015   07  15  06    20    26.01
SMO 2015   07  15  06    25    27.08
SMO 2015   07  15  06    30    26.46
SMO 2015   07  15  06    35    26.49
SMO 2015   07  15  06    40    26.81
SMO 2015   07  15  06    45    28.10
SMO 2015   07  15  06    50    26.80
SMO 2015   07  15  06    55    26.82
SMO 2015   07  15  07    00    26.22
SMO 2015   07  15  07    05    27.16
SMO 2015   07  15  07    10    26.58
SMO 2015   07  15  07    15    26.32
SMO 2015   07  15  07    20    26.06
SMO 2015   07  15  07    25    26.33
SMO 2015   07  15  07    30    26.41
SMO 2015   07  15  07    35    26.28
SMO 2015   07  15  07    40    26.98
SMO 2015   07  15  07    45    27.47
SMO 2015   07  15  07    50    26.85
SMO 2015   07  15  07    55    26.72
SMO 2015   07  15  08    00    26.82
SMO 2015   07  15  08    05    27.73
SMO 2015   07  15  08    10    27.56
SMO 2015   07  15  08    15    28.28
SMO 2015   07  15  08    20    28.50
SMO 2015   07  15  08    25    28.47
SMO 2015   07  15  08    30    28.08
SMO 2015   07  15  08    35    28.21
SMO 2015   07  15  08    40    28.42
SMO 2015   07  15  08    45    28.77
SMO 2015   07  15  08    50    28.29
SMO 2015   07  15  08    55    28.70
SMO 2015   07  15  09    00    29.00
SMO 2015   07  15  09    05    28.93
SMO 2015   07  15  09    10    29.79
SMO 2015   07  15  09    15    28.76
SMO 2015   07  15  09    20    28.89
SMO 2015   07  15  09    25    29.44
SMO 2015   07  15  09    30    28.85
SMO 2015   07  15  09    35    29.61
SMO 2015   07  15  09    40    29.04
SMO 2015   07  15  09    45    29.25
SMO 2015   07  15  09    50    29.20
SMO 2015   07  15  09    55    29.29
SMO 2015   07  15  10    00    29.57
SMO 2015   07  15  10    05    30.26
SMO 2015   07  15  10    10    29.50
SMO 2015   07  15  10    15    29.67
SMO 2015   07  15  10    20    29.49
SMO 2015   07  15  10    25    29.73
SMO 2015   07  15  10    30    29.51
SMO 2015   07  15  10    35    29.54
SMO 2015   07  15  10    40    29.95
SMO 2015   07  15  10    45    30.31
SMO 2015   07  15  10    50    29.88
SMO 2015   07  15  10    55    29.92
SMO 2015   07  15  11    00    30.02
SMO 2015   07  15  11    05    30.05
SMO 2015   07  15  11    10    30.13
SMO 2015   07  15  11    15    29.51
SMO 2015   07  15  11    20    30.02
SMO 2015   07  15  11    25    30.33
SMO 2015   07  15  11    30    29.64
SMO 2015   07  15  11    35    29.46
SMO 2015   07  15  11    40    29.57
SMO 2015   07  15  11    45    30.04
SMO 2015   07  15  11    50    30.43
SMO 2015   07  15  11    55    30.20
SMO 2015   07  15  12    00    30.29
SMO 2015   07  15  12    05    29.82
SMO 2015   07  15  12    10    29.81
SMO 2015   07  15  12    15    29.86
SMO 2015   07  15  12    20    29.89
SMO 2015   07  15  12    25    29.47
SMO 2015   07  15  12    30    29.95
SMO 2015   07  15  12    35    29.67
SMO 2015   07  15  12    40    30.33
SMO 2015   07  15  12    45    30.30
SMO 2015   07  15  12    50    30.13
SMO 2015   07  15  12    55    29.83
SMO 2015   07  15  13    00    29.77
SMO 2015   07  15  13    05    30.43
SMO 2015   07  15  13    10    30.09
SMO 2015   07  15  13    15    30.48
SMO 2015   07  15  13    20    29.79
SMO 2015   07  15  13    25    30.17
SMO 2015   07  15  13    30    30.90
SMO 2015   07  15  13    35    30.27
SMO 2015   07  15  13    40    30.78
SMO 2015   07  15  13    45    30.81
SMO 2015   07  15  13    50    30.78
SMO 2015   07  15  13    55    30.64
SMO 2015   07  15  14    00    31.09
SMO 2015   07  15  14    05    30.94
SMO 2015   07  15  14    10    31.32
SMO 2015   07  15  14    15    31.33
SMO 2015   07  15  14    20    31.57
SMO 2015   07  15  14    25    31.09
SMO 2015   07  15  14    30    31.61
SMO 2015   07  15  14    35    31.20
SMO 2015   07  15  14    40    31.29
SMO 2015   07  15  14    45    31.94
SMO 2015   07  15  14    50    32.20
SMO 2015   07  15  14    55    32.62
SMO 2015   07  15  15    00    32.56
SMO 2015   07  15  15    05    32.58
SMO 2015   07  15  15    10    32.62
SMO 2015   07  15  15    15    32.26
SMO 2015   07  15  15    20    32.95
SMO 2015   07  15  15    25    32.76
SMO 2015   07  15  15    30    32.82
SMO 2015   07  15  15    35    33.95
SMO 2015   07  15  15    40    34.00
SMO 2015   07  15  15    45    33.78
SMO 2015   07  15  15    50    33.65
SMO 2015   07  15  15    55    33.79
SMO 2015   07  15  16    00    34.48
SMO 2015   07  15  16    05    33.81
SMO 2015   07  15  16    10    34.40
SMO 2015   07  15  16    15    34.33
SMO 2015   07  15  16    20    34.21
SMO 2015   07  15  16    25    34.13
SMO 2015   07  15  16    30    34.46
SMO 2015   07  15  16    35    35.22
SMO 2015   07  15  16    40    34.35
SMO 2015   07  15  16    45    34.20
SMO 2015   07  15  16    50    34.70
SMO 2015   07  15  16    55    34.37
SMO 2015   07  15  17    00    34.48
SMO 2015   07  15  17    05    34.36
SMO 2015   07  15  17    10    35.05
SMO 2015   07  15  17    15    34.80
SMO 2015   07  15  17    20    34.46
SMO 2015   07  15  17    25    35.00
SMO 2015   07  15  17    30    35.65
SMO 2015   07  15  17    35    35.04
SMO 2015   07  15  17    40    35.29
SMO 2015   07  15  17    45    34.99
SMO 2015   07  15  17    50    34.94
SMO 2015   07  15  17    55    36.03
SMO 2015   07  15  18    00    34.63
SMO 2015   07  15  18    05    35.55
SMO 2015   07  15  18    10    35.64
SMO 2015   07  15  18    15    34.93
SMO 2015   07  15  18    20    35.27
SMO 2015   07  15  18    25    35.26
SMO 2015   07  15  18    30    35.21
SMO 2015   07  15  18    35    35.45
SMO 2015   07  15  18    40    35.64
SMO 2015   07  15  18    45    35.67
SMO 2015   07  15  18    50    35.48
SMO 2015   07  15  18    55    35.61
SMO 2015   07  15  19    00    35.26
SMO 2015   07  15  19    05    35.12
SMO 2015   07  15  19    10    34.84
SMO 2015   07  15  19    15    35.21
SMO 2015   07  15  19    20    35.50
SMO 2015   07  15  19    25    34.79
SMO 2015   07  15  19    30    35.11
SMO 2015   07  15  19    35    34.96
SMO 2015   07  15  19    40    35.25
SMO 2015   07  15  19    45    35.47
SMO 2015   07  15  19    50    35.56
SMO 2015   07  15  19    55    35.18
SMO 2015   07  15  20    00    35.35
SMO 2015   07  15  20    05    35.51
SMO 2015   07  15  20    10    35.03
SMO 2015   07  15  20    15    35.55
SMO 2015   07  15  20    20    36.04
SMO 2015   07  15  20    25    35.59
SMO 2015   07  15  20    30    35.17
SMO 2015   07  15  20    35    35.13
SMO 2015   07  15  20    40    35.39
SMO 2015   07  15  20    45    35.57
SMO 2015   07  15  20    50    34.83
SMO 2015   07  15  20    55    35.29
SMO 2015   07  15  21    00    34.84
SMO 2015   07  15  21    05    35.37
SMO 2015   07  15  21    10    34.51
SMO 2015   07  15  21    15    35.36
SMO 2015   07  15  21    20    35.02
SMO 2015   07  15  21    25    34.31
SMO 2015   07  15  21    30    34.54
SMO 2015   07  15  21    35    34.00
SMO 2015   07  15  21    40    34.58
SMO 2015   07  15  21    45    33.92
SMO 2015   07  15  21    50    34.00
SMO 2015   07  15  21    55    34.58
SMO 2015   07  15  22    00    34.10
SMO 2015   07  15  22    05    34.08
SMO 2015   07  15  22    10    34.16
SMO 2015   07  15  22    15    34.31
SMO 2015   07  15  22    20    34.31
SMO 2015   07  15  22    25    34.12
SMO 2015   07  15  22    30    34.16
SMO 2015   07  15  22    35    34.07
SMO 2015   07  15  22    40    33.94
SMO 2015   07  15  22    45    33.79
SMO 2015   07  15  22    50    34.25
SMO 2015   07  15  22    55    33.35
SMO 2015   07  15  23    00    34.06
SMO 2015   07  15  23    05    33.74
SMO 2015   07  15  23    10    34.37
SMO 2015   07  15  23    15    33.64
SMO 2015   07  15  23    20    33.91
SMO 2015   07  15  23    25    32.96
SMO 2015   07  15  23    30    33.86
SMO 2015   07  15  23    35    33.87
SMO 2015   07  15  23    40    33.32
SMO 2015   07  15  23    45    33.51
SMO 2015   07  15  23    50    33.45
SMO 2015   07  15  23    55    32.88
SMO 2015   07  16  00    00    33.35
SMO 2015   07  16  00    05    33.63
SMO 2015   07  16  00    10    32.37
SMO 2015   07  16  00    15    33.75
SMO 2015   07  16  00    20    33.56
SMO 2015   07  16  00    25    33.34
SMO 2015   07  16  00    30    33.51
SMO 2015   07  16  00    35    32.94
SMO 2015   07  16  00    40    33.47
SMO 2015   07  16  00    45    33.25
SMO 2015   07  16  00    50    33.01
SMO 2015   07  16  00    55    32.48
SMO 2015   07  16  01    00    32.81
SMO 2015   07  16  01    05    33.33
SMO 2015   07  16  01    10    33.36
SMO 2015   07  16  01    15    32.81
SMO 2015   07  16  01    20    33.20
SMO 2015   07  16  01    25    32.62
SMO 2015   07  16  01    30    32.83
SMO 2015   07  16  01    35    32.72
SMO 2015   07  16  01    40    32.72
SMO 2015   07  16  01    45    32.31
SMO 2015   07  16  01    50    33.26
SMO 2015   07  16  01    55    33.23
SMO 2015   07  16  02    00    32.09
SMO 2015   07  16  02    05    33.18
SMO 2015   07  16  02    10    32.55
SMO 2015   07  16  02    15    32.57
SMO 2015   07  16  02    20    32.42
SMO 2015   07  16  02    25    32.12
SMO 2015   07  16  02    30    31.97
SMO 2015   07  16  02    35    31.99
SMO 2015   07  16  02    40    31.94
SMO 2015   07  16  02    45    31.72
SMO 2015   07  16  02    50    31.78
SMO 2015   07  16  02    55    32.19
SMO 2015   07  16  03    00    31.71
SMO 2015   07  16  03    05    31.97
SMO 2015   07  16  03    10    32.48
SMO 2015   07  16  03    15    31.99
SMO 2015   07  16  03    20    31.79
SMO 2015   07  16  03    25    32.78
SMO 2015   07  16  03    30    31.60
SMO 2015   07  16  03    35    32.22
SMO 2015   07  16  03    40    32.16
SMO 2015   07  16  03    45    32.12
SMO 2015   07  16  03    50    31.80
SMO 2015   07  16  03    55    31.54
SMO 2015   07  16  04    00    32.51
SMO 2015   07  16  04    05    31.94
SMO 2015   07  16  04    10    32.09
SMO 2015   07  16  04    15    32.12
SMO 2015   07  16  04    20    32.57
SMO 2015   07  16  04    25    32.38
SMO 2015   07  16  04    30    31.48
SMO 2015   07  16  04    35    32.44
SMO 2015   07  16  04    40    32.56
SMO 2015   07  16  04    45    31.96
SMO 2015   07  16  04    50    31.70
SMO 2015   07  16  04    55    32.09
SMO 2015   07  16  05    00    32.23
SMO 2015   07  16  05    05    32.02
SMO 2015   07  16  05    10    32.00
SMO 2015   07  16  05    15    31.75
SMO 2015   07  16  05    20    32.51
SMO 2015   07  16  05    25    33.21
SMO 2015   07  16  05    30    32.65
SMO 2015   07  16  05    35    32.39
SMO 2015   07  16  05    40    32.42
SMO 2015   07  16  05    45    32.89
SMO 2015   07  16  05    50    32.89
SMO 2015   07  16  06    00    33.07
SMO 2015   07  16  06    05    32.86
SMO 2015   07  16  06    10    32.66
SMO 2015   07  16  06    15    31.97
SMO 2015   07  16  06    20    33.02
SMO 2015   07  16  06    25    34.04
SMO 2015   07  16  06    30    32.72
SMO 2015   07  16  06    35    32.27
SMO 2015   07  16  06    40    32.68
SMO 2015   07  16  06    45    32.42
SMO 2015   07  16  06    50    33.97
SMO 2015   07  16  06    55    32.98
SMO 2015   07  16  07    00    32.69
SMO 2015   07  16  07    05    32.65
SMO 2015   07  16  07    10    32.22
SMO 2015   07  16  07    15    32.85
SMO 2015   07  16  07    20    34.01
SMO 2015   07  16  07    25    33.66
SMO 2015   07  16  07    30    32.72
SMO 2015   07  16  07    35    33.12
SMO 2015   07  16  07    40    33.39
SMO 2015   07  16  07    45    32.51
SMO 2015   07  16  07    50    33.84
SMO 2015   07  16  07    55    32.96
SMO 2015   07  16  08    00    33.52
SMO 2015   07  16  08    05    33.11
SMO 2015   07  16  08    10    33.00
SMO 2015   07  16  08    15    33.04
SMO 2015   07  16  08    20    33.86
SMO 2015   07  16  08    25    33.13
SMO 2015   07  16  08    30    32.72
SMO 2015   07  16  08    35    33.07
SMO 2015   07  16  08    40    32.99
SMO 2015   07  16  08    45    33.52
SMO 2015   07  16  08    50    32.97
SMO 2015   07  16  08    55    33.59
SMO 2015   07  16  09    00    33.64
SMO 2015   07  16  09    05    33.81
SMO 2015   07  16  09    10    32.73
SMO 2015   07  16  09    15    33.71
SMO 2015   07  16  09    20    33.56
SMO 2015   07  16  09    25    33.22
SMO 2015   07  16  09    30    33.30
SMO 2015   07  16  09    35    33.69
SMO 2015   07  16  09    40    33.37
SMO 2015   07  16  09    45    32.97
SMO 2015   07  16  09    50    33.23
SMO 2015   07  16  09    55    34.16
SMO 2015   07  16  10    00    33.58
SMO 2015   07  16  10    05    32.30
SMO 2015   07  16  10    10    33.88
SMO 2015   07  16  10    15    33.69
SMO 2015   07  16  10    20    33.92
SMO 2015   07  16  10    25    33.22
SMO 2015   07  16  10    30    33.64
SMO 2015   07  16  10    35    33.47
SMO 2015   07  16  10    40    34.28
SMO 2015   07  16  10    45    33.78
SMO 2015   07  16  10    50    33.97
SMO 2015   07  16  10    55    33.88
SMO 2015   07  16  11    00    33.64
SMO 2015   07  16  11    05    33.63
SMO 2015   07  16  11    10    33.93
SMO 2015   07  16  11    15    34.19
SMO 2015   07  16  11    20    33.90
SMO 2015   07  16  11    25    33.41
SMO 2015   07  16  11    30    34.81
SMO 2015   07  16  11    35    33.42
SMO 2015   07  16  11    40    33.61
SMO 2015   07  16  11    45    33.96
SMO 2015   07  16  11    50    34.80
SMO 2015   07  16  11    55    34.36
SMO 2015   07  16  12    00    33.54
SMO 2015   07  16  12    05    33.49
SMO 2015   07  16  12    10    33.54
SMO 2015   07  16  12    15    33.66
