These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   01  17  17    30     6.14
SMO 2015   01  17  17    35     6.33
SMO 2015   01  17  17    40     6.12
SMO 2015   01  17  17    45     3.80
SMO 2015   01  17  17    50     4.64
SMO 2015   01  17  17    55     6.29
SMO 2015   01  17  18    00     5.96
SMO 2015   01  17  18    05     5.75
SMO 2015   01  17  18    10     5.31
SMO 2015   01  17  18    15     6.53
SMO 2015   01  17  18    20     6.41
SMO 2015   01  17  18    25     6.62
SMO 2015   01  17  18    30     5.43
SMO 2015   01  17  18    35     3.08
SMO 2015   01  17  18    40     4.62
SMO 2015   01  17  18    45     5.44
SMO 2015   01  17  18    50     5.41
SMO 2015   01  17  18    55     5.78
SMO 2015   01  17  19    00     5.49
SMO 2015   01  17  19    05     6.15
SMO 2015   01  17  19    10     5.83
SMO 2015   01  17  19    15     6.34
SMO 2015   01  17  19    20     3.90
SMO 2015   01  17  19    25     4.90
SMO 2015   01  17  19    30     4.22
SMO 2015   01  17  19    35     6.21
SMO 2015   01  17  19    40     5.56
SMO 2015   01  17  19    45     4.80
SMO 2015   01  17  19    50     7.21
SMO 2015   01  17  19    55     4.95
SMO 2015   01  17  20    00     5.88
SMO 2015   01  17  20    05     5.13
SMO 2015   01  17  20    10     5.20
SMO 2015   01  17  20    15     5.79
SMO 2015   01  17  20    20     2.84
SMO 2015   01  17  20    25     4.33
SMO 2015   01  17  20    30     6.30
SMO 2015   01  17  20    35     5.87
SMO 2015   01  17  20    40     5.73
SMO 2015   01  17  20    45     3.93
SMO 2015   01  17  20    50     6.04
SMO 2015   01  17  20    55     4.54
SMO 2015   01  17  21    00     5.96
SMO 2015   01  17  21    05     3.77
SMO 2015   01  17  21    10     4.32
SMO 2015   01  17  21    15     5.92
SMO 2015   01  17  21    20     5.51
SMO 2015   01  17  21    25     5.67
SMO 2015   01  17  21    30     5.83
SMO 2015   01  17  21    35     5.88
SMO 2015   01  17  21    40     5.89
SMO 2015   01  17  21    45     5.12
SMO 2015   01  17  21    50     5.59
SMO 2015   01  17  21    55     5.76
SMO 2015   01  17  22    00     5.30
SMO 2015   01  17  22    05     5.65
SMO 2015   01  17  22    10     5.32
SMO 2015   01  17  22    15     3.17
SMO 2015   01  17  22    20     4.50
SMO 2015   01  17  22    25     6.50
SMO 2015   01  17  22    30     5.69
SMO 2015   01  17  22    35     6.56
SMO 2015   01  17  22    40     5.29
SMO 2015   01  17  22    45     5.44
SMO 2015   01  17  22    50     5.79
SMO 2015   01  17  22    55     4.51
SMO 2015   01  17  23    00     5.52
SMO 2015   01  17  23    05     4.62
SMO 2015   01  17  23    10     3.66
SMO 2015   01  17  23    15     4.24
SMO 2015   01  17  23    20     5.04
SMO 2015   01  17  23    25     5.51
SMO 2015   01  17  23    30     6.05
SMO 2015   01  17  23    35     5.46
SMO 2015   01  17  23    40     5.20
SMO 2015   01  17  23    45     4.82
SMO 2015   01  17  23    50     5.59
SMO 2015   01  17  23    55     6.15
SMO 2015   01  18  00    00     3.76
SMO 2015   01  18  00    05     4.87
SMO 2015   01  18  00    10     5.62
SMO 2015   01  18  00    15     3.64
SMO 2015   01  18  00    20     3.73
SMO 2015   01  18  00    25     4.16
SMO 2015   01  18  00    30     5.65
SMO 2015   01  18  00    35     6.24
SMO 2015   01  18  00    40     4.06
SMO 2015   01  18  00    45     4.80
SMO 2015   01  18  00    50     4.79
SMO 2015   01  18  00    55     4.45
SMO 2015   01  18  01    00     5.83
SMO 2015   01  18  01    05     4.35
SMO 2015   01  18  01    10     4.35
SMO 2015   01  18  01    15     5.86
SMO 2015   01  18  01    20     5.27
SMO 2015   01  18  01    25     4.85
SMO 2015   01  18  01    30     4.73
SMO 2015   01  18  01    35     5.10
SMO 2015   01  18  01    40     4.09
SMO 2015   01  18  01    45     4.54
SMO 2015   01  18  01    50     3.32
SMO 2015   01  18  01    55     3.32
SMO 2015   01  18  02    00     4.56
SMO 2015   01  18  02    05     5.24
SMO 2015   01  18  02    10     4.23
SMO 2015   01  18  02    15     4.88
SMO 2015   01  18  02    20     5.35
SMO 2015   01  18  02    25     4.77
SMO 2015   01  18  02    30     4.51
SMO 2015   01  18  02    35     5.43
SMO 2015   01  18  02    40     4.52
SMO 2015   01  18  02    45     3.68
SMO 2015   01  18  02    50     2.46
SMO 2015   01  18  02    55     5.16
SMO 2015   01  18  03    00     4.65
SMO 2015   01  18  03    05     5.35
SMO 2015   01  18  03    10     5.54
SMO 2015   01  18  03    15     3.93
SMO 2015   01  18  03    20     5.40
SMO 2015   01  18  03    25     3.78
SMO 2015   01  18  03    30     5.39
SMO 2015   01  18  03    35     2.42
SMO 2015   01  18  03    40     3.74
SMO 2015   01  18  03    45     4.99
SMO 2015   01  18  03    50     5.02
SMO 2015   01  18  03    55     5.21
SMO 2015   01  18  04    00     3.87
SMO 2015   01  18  04    05     4.85
SMO 2015   01  18  04    10     4.79
SMO 2015   01  18  04    15     5.12
SMO 2015   01  18  04    20     5.39
SMO 2015   01  18  04    25     4.62
SMO 2015   01  18  04    30     5.03
SMO 2015   01  18  04    35     4.44
SMO 2015   01  18  04    40     5.02
SMO 2015   01  18  04    45     4.72
SMO 2015   01  18  04    50     2.61
SMO 2015   01  18  04    55     3.79
SMO 2015   01  18  05    00     5.53
SMO 2015   01  18  05    05     4.70
SMO 2015   01  18  05    10     4.42
SMO 2015   01  18  05    15     4.98
SMO 2015   01  18  05    20     5.45
SMO 2015   01  18  05    25     5.59
SMO 2015   01  18  05    30     4.40
SMO 2015   01  18  05    35     2.90
SMO 2015   01  18  05    40     3.37
SMO 2015   01  18  05    45     5.07
SMO 2015   01  18  05    50     4.66
SMO 2015   01  18  05    55     5.07
SMO 2015   01  18  06    00     5.18
SMO 2015   01  18  06    05     5.68
SMO 2015   01  18  06    10     4.59
SMO 2015   01  18  06    15     5.74
SMO 2015   01  18  06    20     5.15
SMO 2015   01  18  06    25     3.48
SMO 2015   01  18  06    30     3.67
SMO 2015   01  18  06    35     4.82
SMO 2015   01  18  06    40     5.02
SMO 2015   01  18  06    45     5.47
SMO 2015   01  18  06    50     4.32
SMO 2015   01  18  06    55     6.29
SMO 2015   01  18  07    00     3.91
SMO 2015   01  18  07    05     6.50
SMO 2015   01  18  07    10     3.05
SMO 2015   01  18  07    15     3.17
SMO 2015   01  18  07    20     5.92
SMO 2015   01  18  07    25     8.13
SMO 2015   01  18  07    30     7.20
SMO 2015   01  18  07    35     6.28
SMO 2015   01  18  07    40     5.06
SMO 2015   01  18  07    45     3.69
SMO 2015   01  18  07    50     6.17
SMO 2015   01  18  07    55     7.04
SMO 2015   01  18  08    00     6.49
SMO 2015   01  18  08    05     5.37
SMO 2015   01  18  08    10     5.52
SMO 2015   01  18  08    15     6.11
SMO 2015   01  18  08    20     5.49
SMO 2015   01  18  08    25     5.40
SMO 2015   01  18  08    30     3.12
SMO 2015   01  18  08    35     3.54
SMO 2015   01  18  08    40     5.85
SMO 2015   01  18  08    45     5.53
SMO 2015   01  18  08    50     5.76
SMO 2015   01  18  08    55     5.61
SMO 2015   01  18  09    00     3.99
SMO 2015   01  18  09    05     4.39
SMO 2015   01  18  09    10     2.92
SMO 2015   01  18  09    15     4.01
SMO 2015   01  18  09    20     6.33
SMO 2015   01  18  09    25     5.21
SMO 2015   01  18  09    30     5.40
SMO 2015   01  18  09    35     5.07
SMO 2015   01  18  09    40     5.36
SMO 2015   01  18  09    45     5.20
SMO 2015   01  18  09    50     5.70
SMO 2015   01  18  09    55     3.29
SMO 2015   01  18  10    00     4.26
SMO 2015   01  18  10    05     5.50
SMO 2015   01  18  10    10     5.02
SMO 2015   01  18  10    15     5.78
SMO 2015   01  18  10    20     3.36
SMO 2015   01  18  10    25     4.11
SMO 2015   01  18  10    30     5.11
SMO 2015   01  18  10    35     6.74
SMO 2015   01  18  10    40     5.81
SMO 2015   01  18  10    45     4.82
SMO 2015   01  18  10    50     4.38
SMO 2015   01  18  10    55     4.83
SMO 2015   01  18  11    00     4.22
SMO 2015   01  18  11    05     3.88
SMO 2015   01  18  11    10     4.91
SMO 2015   01  18  11    15     5.83
SMO 2015   01  18  11    20     5.18
SMO 2015   01  18  11    25     5.51
SMO 2015   01  18  11    30     5.76
SMO 2015   01  18  11    35     5.32
SMO 2015   01  18  11    40     2.98
SMO 2015   01  18  11    45     4.19
SMO 2015   01  18  11    50     4.42
SMO 2015   01  18  11    55     5.55
SMO 2015   01  18  12    00     5.93
SMO 2015   01  18  12    05     4.81
SMO 2015   01  18  12    10     4.80
SMO 2015   01  18  12    15     4.29
SMO 2015   01  18  12    20     3.92
SMO 2015   01  18  12    25     4.07
SMO 2015   01  18  12    30     6.16
SMO 2015   01  18  12    35     5.06
SMO 2015   01  18  12    40     5.68
SMO 2015   01  18  12    45     5.40
SMO 2015   01  18  12    50     5.85
SMO 2015   01  18  12    55     4.50
SMO 2015   01  18  13    00     2.62
SMO 2015   01  18  13    05     4.15
SMO 2015   01  18  13    10     5.96
SMO 2015   01  18  13    15     4.89
SMO 2015   01  18  13    20     6.38
SMO 2015   01  18  13    25     4.20
SMO 2015   01  18  13    30     4.40
SMO 2015   01  18  13    35     5.70
SMO 2015   01  18  13    40     4.28
SMO 2015   01  18  13    45     4.47
SMO 2015   01  18  13    50     6.30
SMO 2015   01  18  13    55     5.41
SMO 2015   01  18  14    00     5.17
SMO 2015   01  18  14    05     4.74
SMO 2015   01  18  14    10     4.73
SMO 2015   01  18  14    15     4.24
SMO 2015   01  18  14    20     4.92
SMO 2015   01  18  14    25     5.40
SMO 2015   01  18  14    30     5.04
SMO 2015   01  18  14    35     6.90
SMO 2015   01  18  14    40     4.47
SMO 2015   01  18  14    45     6.36
SMO 2015   01  18  14    50     3.67
SMO 2015   01  18  14    55     5.10
SMO 2015   01  18  15    00     4.47
SMO 2015   01  18  15    05     5.87
SMO 2015   01  18  15    10     4.55
SMO 2015   01  18  15    15     6.32
SMO 2015   01  18  15    20     4.51
SMO 2015   01  18  15    25     3.49
SMO 2015   01  18  15    30     3.87
SMO 2015   01  18  15    35     6.58
SMO 2015   01  18  15    40     4.54
SMO 2015   01  18  15    45     8.10
SMO 2015   01  18  15    50     4.05
SMO 2015   01  18  15    55     2.47
SMO 2015   01  18  16    00     4.34
SMO 2015   01  18  16    05     7.33
SMO 2015   01  18  16    10     4.05
SMO 2015   01  18  16    15     4.67
SMO 2015   01  18  16    20     5.81
SMO 2015   01  18  16    25     4.73
SMO 2015   01  18  16    30     3.56
SMO 2015   01  18  16    35     2.87
SMO 2015   01  18  16    40     5.07
SMO 2015   01  18  16    45     5.42
SMO 2015   01  18  16    50     6.08
SMO 2015   01  18  16    55     4.57
SMO 2015   01  18  17    00     3.29
SMO 2015   01  18  17    05     3.60
SMO 2015   01  18  17    10     5.57
SMO 2015   01  18  17    15     5.03
SMO 2015   01  18  17    20     5.22
SMO 2015   01  18  17    25     4.78
SMO 2015   01  18  17    30     3.66
SMO 2015   01  18  17    35     4.04
SMO 2015   01  18  17    40     5.03
SMO 2015   01  18  17    45     5.20
SMO 2015   01  18  17    50     5.94
SMO 2015   01  18  17    55     4.98
SMO 2015   01  18  18    00     5.42
SMO 2015   01  18  18    05     4.06
SMO 2015   01  18  18    10     3.41
SMO 2015   01  18  18    15     4.26
SMO 2015   01  18  18    20     5.80
SMO 2015   01  18  18    25     4.95
SMO 2015   01  18  18    30     5.75
SMO 2015   01  18  18    35     5.81
SMO 2015   01  18  18    40     4.81
SMO 2015   01  18  18    45     3.74
SMO 2015   01  18  18    50     3.53
SMO 2015   01  18  18    55     5.17
SMO 2015   01  18  19    00     4.86
SMO 2015   01  18  19    05     5.22
SMO 2015   01  18  19    10     5.60
SMO 2015   01  18  19    15     6.24
SMO 2015   01  18  19    20     4.76
SMO 2015   01  18  19    25     5.35
SMO 2015   01  18  19    30     4.18
SMO 2015   01  18  19    35     3.11
SMO 2015   01  18  19    40     3.74
SMO 2015   01  18  19    45     5.63
SMO 2015   01  18  19    50     4.86
SMO 2015   01  18  19    55     6.41
SMO 2015   01  18  20    00     5.21
SMO 2015   01  18  20    05     6.02
SMO 2015   01  18  20    10     4.32
SMO 2015   01  18  20    15     5.20
SMO 2015   01  18  20    20     4.49
SMO 2015   01  18  20    25     2.03
SMO 2015   01  18  20    30     4.83
SMO 2015   01  18  20    35     5.72
SMO 2015   01  18  20    40     6.28
SMO 2015   01  18  20    45     4.55
SMO 2015   01  18  20    50     5.63
SMO 2015   01  18  20    55     5.31
SMO 2015   01  18  21    00     6.14
SMO 2015   01  18  21    05     4.56
SMO 2015   01  18  21    10     3.98
SMO 2015   01  18  21    15     3.98
SMO 2015   01  18  21    20  9999.99
SMO 2015   01  18  21    25  9999.99
SMO 2015   01  18  21    30  9999.99
SMO 2015   01  18  21    35  9999.99
SMO 2015   01  18  21    40  9999.99
SMO 2015   01  18  21    45  9999.99
SMO 2015   01  18  21    50  9999.99
SMO 2015   01  18  21    55  9999.99
SMO 2015   01  18  22    00  9999.99
SMO 2015   01  18  22    05  9999.99
SMO 2015   01  18  22    10  9999.99
SMO 2015   01  18  22    15  9999.99
SMO 2015   01  18  22    20  9999.99
SMO 2015   01  18  22    25  9999.99
SMO 2015   01  18  22    30  9999.99
SMO 2015   01  18  22    35  9999.99
SMO 2015   01  18  22    40  9999.99
SMO 2015   01  18  22    45  9999.99
SMO 2015   01  18  22    50  9999.99
SMO 2015   01  18  22    55  9999.99
SMO 2015   01  18  23    00  9999.99
SMO 2015   01  18  23    05  9999.99
SMO 2015   01  18  23    10  9999.99
SMO 2015   01  18  23    15  9999.99
SMO 2015   01  18  23    20  9999.99
SMO 2015   01  18  23    25     3.74
SMO 2015   01  18  23    30     4.83
SMO 2015   01  18  23    35     4.57
SMO 2015   01  18  23    40     6.51
SMO 2015   01  18  23    45     3.69
SMO 2015   01  18  23    50     4.68
SMO 2015   01  18  23    55     4.77
SMO 2015   01  19  00    00     2.47
SMO 2015   01  19  00    05     1.79
SMO 2015   01  19  00    10     4.23
SMO 2015   01  19  00    15     6.03
SMO 2015   01  19  00    20     5.88
SMO 2015   01  19  00    25     5.00
SMO 2015   01  19  00    30     4.64
SMO 2015   01  19  00    35     6.21
SMO 2015   01  19  00    40     5.73
SMO 2015   01  19  00    45     5.99
SMO 2015   01  19  00    50     7.00
SMO 2015   01  19  00    55     3.83
SMO 2015   01  19  01    00     4.59
SMO 2015   01  19  01    05     5.66
SMO 2015   01  19  01    10     5.60
SMO 2015   01  19  01    15     5.81
SMO 2015   01  19  01    20     6.32
SMO 2015   01  19  01    25     6.45
SMO 2015   01  19  01    30     5.84
SMO 2015   01  19  01    35     6.08
SMO 2015   01  19  01    40     5.84
SMO 2015   01  19  01    45     5.96
SMO 2015   01  19  01    50     6.46
SMO 2015   01  19  01    55     6.11
SMO 2015   01  19  02    00     6.17
SMO 2015   01  19  02    05     4.51
SMO 2015   01  19  02    10     6.03
SMO 2015   01  19  02    15     5.97
SMO 2015   01  19  02    20     6.19
SMO 2015   01  19  02    25     5.76
SMO 2015   01  19  02    30     4.67
SMO 2015   01  19  02    35     6.19
SMO 2015   01  19  02    40     6.60
SMO 2015   01  19  02    45     7.69
SMO 2015   01  19  02    50     7.24
SMO 2015   01  19  02    55     7.83
SMO 2015   01  19  03    00     7.20
SMO 2015   01  19  03    05     7.34
SMO 2015   01  19  03    10     7.26
SMO 2015   01  19  03    15     6.52
SMO 2015   01  19  03    20     5.88
SMO 2015   01  19  03    25     7.04
SMO 2015   01  19  03    30     6.03
SMO 2015   01  19  03    35     5.16
SMO 2015   01  19  03    40     6.28
SMO 2015   01  19  03    45     7.25
SMO 2015   01  19  03    50     5.79
SMO 2015   01  19  03    55     6.44
SMO 2015   01  19  04    00     6.11
SMO 2015   01  19  04    05     6.68
SMO 2015   01  19  04    10     3.79
SMO 2015   01  19  04    15     3.46
SMO 2015   01  19  04    20     6.64
SMO 2015   01  19  04    25     6.17
SMO 2015   01  19  04    30     5.78
SMO 2015   01  19  04    35     6.72
SMO 2015   01  19  04    40     5.81
SMO 2015   01  19  04    45     6.10
SMO 2015   01  19  04    50     5.95
SMO 2015   01  19  04    55     6.65
SMO 2015   01  19  05    00     6.48
SMO 2015   01  19  05    05     5.62
SMO 2015   01  19  05    10     5.70
SMO 2015   01  19  05    15     5.33
SMO 2015   01  19  05    20     4.18
SMO 2015   01  19  05    30     6.86
SMO 2015   01  19  05    35     7.14
SMO 2015   01  19  05    40     6.05
SMO 2015   01  19  05    45     7.88
SMO 2015   01  19  05    50     5.39
SMO 2015   01  19  05    55     4.72
SMO 2015   01  19  06    00     5.51
SMO 2015   01  19  06    05     6.62
SMO 2015   01  19  06    10     6.74
SMO 2015   01  19  06    15     6.72
SMO 2015   01  19  06    20     6.39
SMO 2015   01  19  06    25     6.76
SMO 2015   01  19  06    30     6.08
SMO 2015   01  19  06    35     7.18
SMO 2015   01  19  06    40     5.53
SMO 2015   01  19  06    45     3.80
SMO 2015   01  19  06    50     4.87
SMO 2015   01  19  06    55     7.20
SMO 2015   01  19  07    00     5.91
SMO 2015   01  19  07    05     6.75
SMO 2015   01  19  07    10     6.40
SMO 2015   01  19  07    15     6.74
SMO 2015   01  19  07    20     4.49
SMO 2015   01  19  07    25     4.09
SMO 2015   01  19  07    30     6.59
SMO 2015   01  19  07    35     6.57
SMO 2015   01  19  07    40     7.48
SMO 2015   01  19  07    45     6.47
SMO 2015   01  19  07    50     6.38
SMO 2015   01  19  07    55     6.29
SMO 2015   01  19  08    00     5.34
SMO 2015   01  19  08    05     6.40
SMO 2015   01  19  08    10     7.55
SMO 2015   01  19  08    15     6.27
SMO 2015   01  19  08    20     7.69
SMO 2015   01  19  08    25     6.18
SMO 2015   01  19  08    30     5.72
SMO 2015   01  19  08    35     5.61
SMO 2015   01  19  08    40     4.26
SMO 2015   01  19  08    45     5.79
SMO 2015   01  19  08    50     8.09
SMO 2015   01  19  08    55     6.52
SMO 2015   01  19  09    00     6.95
SMO 2015   01  19  09    05     6.43
SMO 2015   01  19  09    10     7.38
SMO 2015   01  19  09    15     7.45
SMO 2015   01  19  09    20     7.12
SMO 2015   01  19  09    25     4.50
SMO 2015   01  19  09    30     5.91
SMO 2015   01  19  09    35     7.21
SMO 2015   01  19  09    40     7.77
SMO 2015   01  19  09    45     8.59
SMO 2015   01  19  09    50     7.32
SMO 2015   01  19  09    55     8.08
SMO 2015   01  19  10    00     6.11
SMO 2015   01  19  10    05     4.80
SMO 2015   01  19  10    10     6.23
SMO 2015   01  19  10    15     7.88
SMO 2015   01  19  10    20     7.88
SMO 2015   01  19  10    25     8.06
SMO 2015   01  19  10    30     7.52
SMO 2015   01  19  10    35     7.90
SMO 2015   01  19  10    40     6.16
SMO 2015   01  19  10    45     5.19
SMO 2015   01  19  10    50     6.74
SMO 2015   01  19  10    55     8.46
SMO 2015   01  19  11    00     7.82
SMO 2015   01  19  11    05     4.69
SMO 2015   01  19  11    10     8.58
SMO 2015   01  19  11    15     4.84
SMO 2015   01  19  11    20     4.60
SMO 2015   01  19  11    25     6.53
SMO 2015   01  19  11    30     7.55
SMO 2015   01  19  11    35     5.19
SMO 2015   01  19  11    40     6.41
SMO 2015   01  19  11    45     7.21
SMO 2015   01  19  11    50     8.30
SMO 2015   01  19  11    55     6.94
SMO 2015   01  19  12    00     4.86
SMO 2015   01  19  12    05     6.13
SMO 2015   01  19  12    10     7.42
SMO 2015   01  19  12    15     8.43
SMO 2015   01  19  12    20     7.60
SMO 2015   01  19  12    25     6.52
SMO 2015   01  19  12    30     5.18
SMO 2015   01  19  12    35     4.82
SMO 2015   01  19  12    40     6.05
SMO 2015   01  19  12    45     5.99
SMO 2015   01  19  12    50     7.49
SMO 2015   01  19  12    55     7.63
SMO 2015   01  19  13    00     6.51
SMO 2015   01  19  13    05     6.72
SMO 2015   01  19  13    10     6.45
SMO 2015   01  19  13    15     8.03
SMO 2015   01  19  13    20     8.20
SMO 2015   01  19  13    25     7.78
SMO 2015   01  19  13    30     7.18
SMO 2015   01  19  13    35     5.59
SMO 2015   01  19  13    40     5.14
SMO 2015   01  19  13    45     8.73
SMO 2015   01  19  13    50     7.54
SMO 2015   01  19  13    55     2.13
SMO 2015   01  19  14    00     6.56
SMO 2015   01  19  14    05     8.57
SMO 2015   01  19  14    10     6.75
SMO 2015   01  19  14    15     5.47
SMO 2015   01  19  14    20     5.87
SMO 2015   01  19  14    25     7.71
SMO 2015   01  19  14    30     7.25
SMO 2015   01  19  14    35     7.49
SMO 2015   01  19  14    40     6.21
SMO 2015   01  19  14    45     5.02
SMO 2015   01  19  14    50     6.48
SMO 2015   01  19  14    55     7.72
SMO 2015   01  19  15    00     7.05
SMO 2015   01  19  15    05     7.34
SMO 2015   01  19  15    10     6.54
SMO 2015   01  19  15    15     6.40
SMO 2015   01  19  15    20     6.22
SMO 2015   01  19  15    25     5.14
SMO 2015   01  19  15    30     5.75
SMO 2015   01  19  15    35     5.68
SMO 2015   01  19  15    40     6.09
SMO 2015   01  19  15    45     6.93
SMO 2015   01  19  15    50     7.56
SMO 2015   01  19  15    55     6.39
SMO 2015   01  19  16    00     6.51
SMO 2015   01  19  16    05     5.76
SMO 2015   01  19  16    10     5.96
SMO 2015   01  19  16    15     6.98
SMO 2015   01  19  16    20     7.33
SMO 2015   01  19  16    25     6.79
SMO 2015   01  19  16    30     5.73
SMO 2015   01  19  16    35     5.74
SMO 2015   01  19  16    40     7.80
SMO 2015   01  19  16    45     6.94
SMO 2015   01  19  16    50     7.08
SMO 2015   01  19  16    55     7.16
SMO 2015   01  19  17    00     6.89
SMO 2015   01  19  17    05     6.52
SMO 2015   01  19  17    10     5.67
SMO 2015   01  19  17    15     5.97
SMO 2015   01  19  17    20     6.18
SMO 2015   01  19  17    25     6.60
SMO 2015   01  19  17    30     6.64
SMO 2015   01  19  17    35     6.94
SMO 2015   01  19  17    40     5.65
SMO 2015   01  19  17    45     6.64
SMO 2015   01  19  17    50     7.09
SMO 2015   01  19  17    55     6.95
SMO 2015   01  19  18    00     6.98
SMO 2015   01  19  18    05     6.78
SMO 2015   01  19  18    10     5.48
SMO 2015   01  19  18    15     5.85
SMO 2015   01  19  18    20     6.42
SMO 2015   01  19  18    25     6.62
SMO 2015   01  19  18    30     6.86
SMO 2015   01  19  18    35     7.24
SMO 2015   01  19  18    40     6.35
SMO 2015   01  19  18    45     6.83
SMO 2015   01  19  18    50     6.12
SMO 2015   01  19  18    55     6.71
SMO 2015   01  19  19    00     6.59
SMO 2015   01  19  19    05     6.33
SMO 2015   01  19  19    10     5.70
SMO 2015   01  19  19    15     5.73
SMO 2015   01  19  19    20     6.33
SMO 2015   01  19  19    25     6.00
SMO 2015   01  19  19    30     6.99
SMO 2015   01  19  19    35     6.03
SMO 2015   01  19  19    40     6.46
SMO 2015   01  19  19    45     6.11
SMO 2015   01  19  19    50     5.63
SMO 2015   01  19  19    55     5.63
SMO 2015   01  19  20    00  9999.99
SMO 2015   01  19  20    05  9999.99
SMO 2015   01  19  20    10  9999.99
SMO 2015   01  19  20    15  9999.99
SMO 2015   01  19  20    20  9999.99
SMO 2015   01  19  20    25  9999.99
SMO 2015   01  19  20    30  9999.99
SMO 2015   01  19  20    35  9999.99
SMO 2015   01  19  20    40  9999.99
SMO 2015   01  19  20    45  9999.99
SMO 2015   01  19  20    50  9999.99
SMO 2015   01  19  20    55  9999.99
SMO 2015   01  19  21    00  9999.99
SMO 2015   01  19  21    05  9999.99
SMO 2015   01  19  21    10  9999.99
SMO 2015   01  19  21    15  9999.99
SMO 2015   01  19  21    20  9999.99
SMO 2015   01  19  21    25  9999.99
SMO 2015   01  19  21    30  9999.99
SMO 2015   01  19  21    35  9999.99
SMO 2015   01  19  21    40  9999.99
SMO 2015   01  19  21    45  9999.99
SMO 2015   01  19  21    50  9999.99
SMO 2015   01  19  21    55  9999.99
SMO 2015   01  19  22    00     6.16
SMO 2015   01  19  22    05     6.22
SMO 2015   01  19  22    10     5.96
SMO 2015   01  19  22    15     5.73
SMO 2015   01  19  22    20     5.55
SMO 2015   01  19  22    25     6.32
SMO 2015   01  19  22    30     6.24
SMO 2015   01  19  22    35     6.29
SMO 2015   01  19  22    40     5.95
SMO 2015   01  19  22    45     6.23
SMO 2015   01  19  22    50     4.97
SMO 2015   01  19  22    55     5.47
SMO 2015   01  19  23    00     5.72
SMO 2015   01  19  23    05     5.89
SMO 2015   01  19  23    10     5.73
SMO 2015   01  19  23    15     6.05
SMO 2015   01  19  23    20     5.71
SMO 2015   01  19  23    25     5.31
SMO 2015   01  19  23    30     4.83
SMO 2015   01  19  23    35     5.50
SMO 2015   01  19  23    40     6.12
SMO 2015   01  19  23    45     6.03
SMO 2015   01  19  23    50     5.71
SMO 2015   01  19  23    55     5.69
SMO 2015   01  20  00    00     6.26
SMO 2015   01  20  00    05     6.53
SMO 2015   01  20  00    10     4.98
SMO 2015   01  20  00    15     4.99
SMO 2015   01  20  00    20     5.81
SMO 2015   01  20  00    25     6.53
SMO 2015   01  20  00    30     6.39
SMO 2015   01  20  00    35     5.35
SMO 2015   01  20  00    40     6.64
SMO 2015   01  20  00    45     6.22
SMO 2015   01  20  00    50     6.17
SMO 2015   01  20  00    55     5.67
SMO 2015   01  20  01    00     6.46
SMO 2015   01  20  01    05     6.40
SMO 2015   01  20  01    10     6.13
SMO 2015   01  20  01    15     4.87
SMO 2015   01  20  01    20     4.65
SMO 2015   01  20  01    25     5.71
SMO 2015   01  20  01    30     6.31
SMO 2015   01  20  01    35     6.54
SMO 2015   01  20  01    40     5.95
SMO 2015   01  20  01    45     6.56
SMO 2015   01  20  01    50     6.14
SMO 2015   01  20  01    55     5.43
SMO 2015   01  20  02    00     6.02
SMO 2015   01  20  02    05     5.66
SMO 2015   01  20  02    10     5.70
SMO 2015   01  20  02    15     6.84
SMO 2015   01  20  02    20     5.73
SMO 2015   01  20  02    25     3.53
SMO 2015   01  20  02    30     4.43
SMO 2015   01  20  02    35     5.83
SMO 2015   01  20  02    40     6.68
SMO 2015   01  20  02    45     5.71
SMO 2015   01  20  02    50     5.88
SMO 2015   01  20  02    55     5.99
SMO 2015   01  20  03    00     7.14
SMO 2015   01  20  03    05     5.06
SMO 2015   01  20  03    10     5.73
SMO 2015   01  20  03    15     5.06
SMO 2015   01  20  03    20     3.70
SMO 2015   01  20  03    25     5.28
SMO 2015   01  20  03    30     6.40
SMO 2015   01  20  03    35     6.21
SMO 2015   01  20  03    40     6.05
SMO 2015   01  20  03    45     6.00
SMO 2015   01  20  03    50     6.81
SMO 2015   01  20  03    55     5.32
SMO 2015   01  20  04    00     6.25
SMO 2015   01  20  04    05     5.42
SMO 2015   01  20  04    10     6.54
SMO 2015   01  20  04    15     3.74
SMO 2015   01  20  04    20     5.38
SMO 2015   01  20  04    25     4.74
SMO 2015   01  20  04    30     5.81
SMO 2015   01  20  04    35     6.46
SMO 2015   01  20  04    40     5.69
