Header,37,,,,,,,,,,,,,,,,,,,
/* DATA DESCRIPTION:,,,,,,,,,,,,,,,,,,,,
Citation:,"Fomba, Khanneh Wadinga; Müller, Konrad; van Pinxteren, Dominik; Poulain, Laurent; van Pinxteren, Manuela; Herrmann, Hartmut (2014): Long-term chemical characterization of aerosols at CVAO from 2007 to 2011. PANGAEA, https://doi.org/10.1594/PANGAEA.848498, ",,,,,,,,,,,,,,,,,,,
91,2007-12-05T07:30,2007-12-06T11:30,42,822,40.34,5.0717,0.0047,1.0606,1.8453,0.0694,1.06,3.1119,0.2178,0.1499,0.3071,0.6101,0.336,0.156,0.671,
92,2007-12-06T12:12,2007-12-07T11:30,42,694,29.79,6.8491,0.0113,1.2536,2.922,0.0878,1.82,4.3844,0.3676,0.1721,0.3945,0.4406,0.322,0.11,0.643,
93,2007-12-07T12:12,2007-12-08T11:30,42,694,67.29,6.4588,0.0073,1.4451,3.3337,0.0937,2.37,3.8176,0.1335,0.2235,0.4053,1.5847,0.5,0.268,0.999,
94,2007-12-08T12:12,2007-12-09T17:30,42,162,123.93,7.2921,0.0034,1.7425,3.1685,0.1631,2.22,3.7692,0.2966,0.1897,0.6825,2.1665,0.806,0.389,1.612,
95,2007-12-09T19:12,2007-12-10T11:30,42,1099,64.63,6.0134,0.005,1.7476,2.9721,0.0923,2.04,3.6963,0.0884,0.2069,0.3438,1.3952,0.458,0.215,0.917,
96,2007-12-10T12:12,2007-12-11T11:30,42,694,31.95,4.7763,0.0028,1.6398,2.3284,0.0986,1.53,3.1718,0.1475,0.1544,0.3409,0.6562,0.233,0.199,0.467,
97,2007-12-11T12:12,2007-12-12T12:31,42,683,38.53,3.9419,0.0016,1.8086,2.4628,0.1197,1.76,2.7991,0.1575,0.1535,0.3234,0.6236,0.302,0.191,0.603,
98,2007-12-12T12:34,2007-12-13T11:53,42,689,45.35,3.9293,0.0017,1.5875,2.6837,0.0969,1.99,2.7388,0.1824,0.1607,0.287,0.9193,0.282,0.231,0.565,
99,2007-12-13T12:03,2007-12-14T11:30,42,692,48.29,4.2773,0.0042,1.4431,2.7198,0.1049,1.95,3.0533,0.0673,0.1708,0.327,0.6564,0.257,0.185,0.514,
100,2007-12-14T12:12,2007-12-15T11:31,42,692,31.94,3.1753,0.0102,0.9432,1.7156,0.072,1.14,2.2944,0.0525,0.1447,0.2563,0.3069,0.174,0.167,0.348,
101,2007-12-16T12:05,2007-12-17T11:30,42,691,30.34,1.7472,<0.0010,0.528,0.7285,0.0555,0.46,1.0467,0.0448,0.0557,0.1314,0.4042,0.299,0.125,0.599,
102,2007-12-17T12:12,2007-12-18T11:30,42,693,23.12,1.4281,<0.0010,0.5608,0.6133,0.0369,0.39,0.8668,0.0513,0.0476,0.1203,0.2521,<0.100,0.066,,
103,2007-12-18T12:12,2007-12-19T11:30,42,692,23.58,1.0968,<0.0010,0.5379,0.5556,0.0244,0.37,0.7203,0.0618,0.0439,0.1041,0.1498,<0.100,0.081,,
106,2007-12-19T12:12,2007-12-20T11:30,42,695,10.98,0.9242,<0.0010,0.2033,0.3271,0.0174,0.18,0.5987,0.0156,0.0248,0.0781,0.0572,<0.100,0.05,,
107,2007-12-20T12:12,2007-12-21T11:30,42,695,12.34,2.3481,<0.0010,0.1773,0.4563,0.0141,0.1,1.4066,0.0082,0.0479,0.1695,0.0683,<0.100,<0.030,,
108,2007-12-21T12:12,2007-12-22T11:30,42,694,15.33,3.3662,0.0024,0.3088,0.6992,0.0229,0.2,1.9863,0.0322,0.0724,0.2333,0.0856,<0.100,0.037,,
109,2007-12-22T12:12,2007-12-23T11:30,42,694,35.35,5.7498,0.0075,0.7389,1.7517,0.0757,0.84,3.5989,0.1248,0.1149,0.4038,0.1448,0.125,0.067,0.25,
110,2007-12-23T12:12,2007-12-24T11:30,42,694,21.81,6.1395,0.006,0.7282,1.4158,0.0358,0.47,3.741,0.0338,0.1259,0.3713,0.1491,<0.100,0.03,,
111,2007-12-24T12:12,2007-12-25T11:30,42,693,24.65,4.225,0.0051,0.6592,0.932,0.0373,0.27,2.6127,0.0142,0.0913,0.2907,0.1391,<0.100,0.056,,
112,2007-12-25T12:12,2007-12-26T11:30,42,693,61.63,5.6113,0.0051,1.0201,1.4539,0.0646,0.6,3.3692,0.0136,0.1426,0.3465,0.591,0.305,0.138,0.609,
113,2007-12-26T12:12,2007-12-27T11:30,42,693,60.22,4.7642,0.0078,1.1318,1.3127,0.0724,0.58,2.9054,0.0256,0.1306,0.3424,0.5231,0.198,0.108,0.395,
114,2007-12-27T12:12,2007-12-28T11:30,42,693,109.46,3.984,0.004,1.0236,1.295,0.0762,0.73,2.2461,0.0274,0.1104,0.2898,0.9719,0.592,0.19,1.184,
115,2007-12-28T12:12,2007-12-29T11:30,42,693,116.96,4.5448,0.0056,1.0937,1.9929,0.0648,1.32,2.659,0.0192,0.1583,0.3205,1.5695,0.979,0.147,1.958,
116,2007-12-29T12:12,2007-12-30T11:30,42,694,84.65,6.9637,0.0104,2.2378,3.2613,0.0863,2.23,4.0832,0.021,0.2244,0.4481,1.8431,0.722,0.207,1.443,
117,2007-12-30T12:12,2007-12-31T11:30,42,691,239.79,6.7742,0.0132,1.7643,4.2925,0.0863,3.26,4.0998,0.0218,0.3195,0.4426,2.9561,1.828,0.434,3.657,
118,2007-12-31T12:12,2008-01-01T11:30,42,689,339.75,7.0013,0.022,1.8482,7.3962,0.0758,6.3,4.3623,0.0271,0.3678,0.4671,3.9964,2.492,0.443,4.984,
119,2008-01-01T12:12,2008-01-02T11:30,42,691,222.94,3.7591,0.0046,0.8625,2.9142,0.0926,2.45,1.8451,0.0393,0.1276,0.3138,2.4414,1.56,0.336,3.119,
120,2008-01-02T12:12,2008-01-03T11:30,42,692,107.91,3.472,0.0102,0.8958,1.4039,0.059,0.96,1.7715,0.0374,0.0817,0.2676,1.2073,0.744,0.199,1.488,
121,2008-01-03T12:12,2008-01-04T11:30,42,606,85.57,4.3859,0.0051,0.818,1.3316,0.0504,0.7,2.5246,0.0223,0.1141,0.3021,1.1159,0.482,0.239,0.963,
122,2008-01-04T12:12,2008-01-05T11:30,42,664,28.2,3.8006,0.0025,0.6116,1.2448,0.0319,0.64,2.3963,0.0403,0.0952,0.274,0.2817,<0.100,0.088,,
123,2008-01-07T12:12,2008-01-08T11:30,42,704,138.91,5.8101,0.0051,1.7323,3.9775,0.0554,3.16,3.2582,0.0322,0.1859,0.3982,2.9813,1.083,0.248,2.167,
124,2008-01-08T15:12,2008-01-09T14:55,42,705,197.05,7.9678,0.0153,1.5387,4.9022,0.0672,3.76,4.5202,0.0418,0.2849,0.4681,3.4368,2.019,0.375,4.038,
125,2008-01-09T15:12,2008-01-10T14:55,42,705,75.57,6.8099,0.0048,1.8044,2.8768,0.042,1.87,3.9848,0.0705,0.1956,0.4216,1.5163,0.581,0.143,1.162,
126,2008-01-10T15:12,2008-01-11T14:55,42,704,69.78,7.4701,0.0076,1.9019,3.3191,0.0596,2.21,4.3962,0.0886,0.2253,0.4563,1.788,0.464,0.17,0.928,
127,2008-01-11T15:12,2008-01-12T14:55,42,705,51.08,7.4493,0.0149,1.6325,3.666,0.0852,2.45,4.8111,0.1527,0.2243,0.4703,0.9704,0.23,0.189,0.459,
128,2008-01-12T15:12,2008-01-13T14:55,42,704,62.92,7.243,0.009,1.6063,3.3653,0.0606,2.18,4.7028,0.0151,0.2116,0.4538,1.0112,0.2,0.127,0.4,
129,2008-01-13T15:12,2008-01-14T14:55,42,705,50.28,7.6936,0.0138,1.5174,3.0203,0.0697,1.82,4.7575,0.1246,0.2022,0.4443,0.9409,0.259,0.132,0.517,
130,2008-01-14T15:05,2008-01-17T15:05,42,1806,38.34,9.2593,0.0155,1.2002,2.6516,0.0378,1.28,5.4447,0.0338,0.199,0.3676,0.5427,0.152,0.069,0.304,
131,2008-01-20T15:05,2008-01-23T15:05,42,1765,134.67,2.6117,0.0047,1.6757,2.2253,0.0424,1.85,1.4896,0.0451,0.1479,0.1822,1.7,0.833,0.378,1.666,
132,2008-01-26T15:05,2008-01-29T12:32,42,2023,254.48,6.7351,0.0284,2.1388,5.2478,0.0305,4.26,3.9171,0.0294,0.2384,0.2996,2.402,2.805,0.764,5.61,
133,2008-01-29T12:33,2008-01-30T12:33,42,703,601.83,2.7807,0.0036,1.9387,2.42,0.1001,2.03,1.53,0.1169,0.2812,0.2848,2.4442,2.81,0.693,5.62,
134,2008-01-30T12:34,2008-01-31T12:34,42,705,353.71,3.4454,0.003,2.4676,3.229,0.1066,2.73,1.9881,0.0782,0.2736,0.3091,2.2334,1.094,1.031,2.188,
135,2008-01-31T12:35,2008-02-01T12:35,42,708,267.52,6.3366,0.0129,1.7686,3.353,0.1585,2.52,3.3174,0.0902,0.2607,0.4118,2.2487,1.611,0.853,3.221,
136,2008-02-01T12:35,2008-02-02T12:35,42,705,306.1,7.5806,0.0349,1.8224,5.2009,0.1212,4.13,4.2462,0.0814,0.3371,0.4328,3.2656,2.079,0.37,4.157,
137,2008-02-02T12:35,2008-02-03T12:35,42,707,66.15,9.1734,0.0137,1.6465,3.0837,0.0895,1.68,5.5737,0.2176,0.2511,0.4799,0.8001,0.458,0.201,0.917,
138,2008-02-03T12:35,2008-02-04T12:35,42,708,43.93,11.1927,0.0149,1.7333,2.5362,0.0784,0.89,6.5312,0.12,0.2646,0.5423,0.8695,0.219,0.164,0.438,
139,2008-02-04T12:35,2008-02-07T12:35,42,2121,24.56,6.6975,0.0052,1.1269,1.7592,0.0455,0.73,4.0911,0.0288,0.1457,0.2789,0.2911,0.125,0.058,0.25,
140,2008-02-10T12:35,2008-02-13T12:35,42,2122,22.41,2.4254,<0.0010,0.4866,1.1069,0.0324,0.73,1.4847,0.0044,0.0636,0.1491,0.4289,0.136,0.058,0.272,
141,2008-02-16T12:35,2008-02-19T12:35,42,2116,15.48,4.36,0.0085,0.5684,1.1727,0.0616,0.49,2.6906,0.0615,0.1121,0.2068,0.1666,0.113,0.055,0.226,
142,2008-02-22T12:35,2008-02-23T12:35,42,707,57.63,6.6708,0.021,0.8188,1.6612,0.0858,0.71,3.7554,0.0202,0.1838,0.359,0.8127,0.335,0.208,0.67,
143,2008-02-23T12:35,2008-02-24T12:35,42,705,169.12,7.7466,0.0091,2.5161,3.8004,0.1407,2.66,4.5349,0.0401,0.256,0.4783,1.9016,0.65,0.339,1.299,
144,2008-02-24T12:35,2008-02-25T12:35,42,706,32.89,5.0328,0.0029,0.511,1.2451,0.0507,0.45,3.1375,0.0381,0.1097,0.3027,0.2493,0.3,0.121,0.6,
145,2008-02-25T12:35,2008-02-28T12:35,42,2120,28.65,6.7414,0.0013,1.1258,2.3723,0.0771,1.29,4.2913,0.0241,0.1469,0.2884,0.3768,0.119,0.028,0.238,
146,2008-02-02T12:35,2008-03-05T12:35,42,2019,106.53,6.6717,0.0148,1.832,4.8259,0.0496,3.86,3.8479,0.0074,0.1979,0.2784,2.3291,0.674,0.171,1.348,
147,2008-03-08T12:35,2008-03-11T12:35,42,2121,66.8,6.7134,0.0022,1.4159,3.4231,0.0985,2.25,4.6446,0.0428,0.1761,0.3082,0.4544,0.208,0.095,0.415,
148,2008-03-14T12:35,2008-03-17T12:35,42,2119,28.21,6.7441,0.0069,1.8516,3.3795,0.0521,2.36,4.0261,0.1333,0.1894,0.2785,1.3143,0.381,0.111,0.763,
149,2008-03-20T12:35,2008-03-23T12:35,42,2018,22.06,4.5611,0.0004,0.8709,2.0515,0.0974,1.26,3.142,0.0542,0.1235,0.2351,0.2689,0.144,0.048,0.288,
150,2008-03-26T12:35,2008-03-29T12:35,42,2099,25.24,6.2358,0.0073,0.9732,2.0211,0.0745,1.07,3.7786,0.1715,0.1335,0.2663,0.3074,0.111,0.042,0.222,
151,2008-04-01T12:39,2008-04-04T02:26,42,1369,46.8,12.6343,0.0059,1.5057,3.8659,0.1136,2,7.4069,0.1271,0.2605,0.4822,0.8511,0.311,0.093,0.622,
152,2008-04-07T14:50,2008-04-10T12:49,42,1968,15.57,3.462,<0.0010,0.4995,1.1789,0.0541,0.63,2.1842,0.0871,0.0804,0.1819,0.1356,<0.100,0.038,,
153,2008-04-13T12:39,2008-04-16T12:39,42,1641,31.95,7.2986,0.0048,0.9328,2.3618,0.0913,1.29,4.2667,0.1582,0.1632,0.3103,0.5916,0.149,0.043,0.298,
154,2008-04-19T12:39,2008-04-22T12:39,42,2126,22.45,6.0593,0.002,0.8442,2.2698,0.0783,1.33,3.7402,0.243,0.1378,0.2594,0.2127,0.132,0.045,0.263,
155,2008-04-25T12:39,2008-04-28T12:39,42,2131,46.67,8.8896,0.0065,1.7473,4.3632,0.0453,3.06,5.1826,0.094,0.2009,0.3412,1.2012,0.253,0.083,0.506,
156,2008-05-01T12:39,2008-05-04T12:39,42,2126,47.07,3.9549,0.0024,1.6049,3.5952,0.0515,2.96,2.5241,0.0283,0.1321,0.2151,1.6859,0.366,0.083,0.733,
157,2008-05-07T12:39,2008-05-10T12:39,42,1988,18.52,4.1314,0.0055,0.5565,1.8649,0.0829,1.15,2.8229,0.0221,0.1019,0.2185,0.2285,0.114,0.044,0.229,
158,2008-05-13T12:39,2008-05-16T12:39,42,2124,20.21,4.7785,0.006,0.8596,2.3151,0.0799,1.48,3.3159,0.0309,0.1216,0.2494,0.2751,0.162,0.05,0.324,
159,2008-05-19T12:39,2008-05-22T12:39,42,2129,25.48,6.5369,0.0196,1.3684,3.598,0.0773,2.56,4.1284,0.2403,0.1542,0.288,0.6254,0.14,0.046,0.281,
160,2008-05-25T12:39,2008-05-28T12:39,42,2123,16.74,4.6239,0.0045,0.672,2.2444,0.0779,1.43,3.2197,0.0784,0.1159,0.2374,0.1782,<0.100,0.031,,
161,2008-05-31T12:39,2008-06-03T12:39,42,2125,22.21,6.3017,0.008,0.9926,2.9238,0.1041,1.88,4.1528,0.1339,0.1474,0.2822,0.3187,0.126,0.039,0.252,
162,2008-06-06T12:39,2008-06-09T12:39,42,2063,21.31,5.6087,0.0059,0.9999,2.8125,0.1086,1.8,3.9977,0.0351,0.1409,0.2758,0.2489,0.116,0.031,0.233,
163,2008-06-12T12:39,2008-06-15T12:39,42,2129,27.12,6.2722,0.0173,1.8838,4.7998,0.2011,3.54,4.9991,0.2014,0.1789,0.3182,0.3558,0.328,0.08,0.656,
164,2008-06-18T13:36,2008-06-21T12:32,42,2088,20,5.7045,0.0007,0.8084,2.6839,0.0723,1.69,3.9382,0.0442,0.1364,0.2716,0.1731,0.128,0.043,0.255,
165,2008-06-30T14:03,2008-07-01T11:41,42,638,,20.6183,0.0235,4.7048,12.3998,0.4573,8.86,14.0496,0.5905,0.5266,0.9793,1.7133,,,,
181,2008-07-01T12:12,2008-07-02T12:00,42,709,38.8,3.9544,<0.0010,1.4759,4.7165,0.1085,3.86,3.4105,0.1305,0.1421,0.335,0.7831,0.477,0.124,0.955,
182,2008-07-02T12:12,2008-07-03T12:00,42,710,40.17,8.5955,0.015,1.6369,5.6643,0.2259,4.15,6.0246,0.6455,0.2359,0.4715,0.5737,0.644,0.138,1.287,
183,2008-07-03T12:12,2008-07-04T11:57,42,704,35.32,7.8512,0.009,2.0693,6.7031,0.1735,5.2,5.9595,0.7629,0.2296,0.4847,0.5074,0.35,0.099,0.701,
184,2008-07-04T11:57,2008-07-05T02:00,42,416,34.93,6.5754,<0.0010,1.7628,5.3409,0.1133,4.05,5.1145,0.5526,0.1884,0.4993,0.4759,0.398,0.078,0.795,
185,2008-07-05T02:12,2008-07-06T02:00,42,512,33.54,6.5413,<0.0010,1.3346,3.0194,0.0849,1.95,4.2248,0.1835,0.1525,0.4172,0.7276,0.519,0.123,1.038,
186,2008-07-06T02:12,2008-07-07T12:00,42,711,30.37,5.9548,0.002,1.0375,2.5965,0.0687,1.64,3.8117,0.169,0.1424,0.3502,0.5434,0.369,0.056,0.739,
187,2008-07-07T12:12,2008-07-07T11:56,42,296,15.66,5.8911,0.0089,0.3788,1.9072,0.039,0.96,3.7675,0.1706,0.1247,0.4157,0.298,0.916,0.131,1.832,
188,2008-07-07T11:56,2008-07-08T11:56,42,706,20.81,5.4716,0,0.9869,2.6493,0.0488,1.72,3.6954,0.2798,0.131,0.3395,0.2434,0.361,0.044,0.721,
189,2008-07-08T11:56,2008-07-09T11:54,42,709,21.61,4.8518,0.0121,1.2729,2.6409,0.0679,1.82,3.2647,0.3185,0.1185,0.3148,0.4175,0.587,0.14,1.173,
190,2008-07-09T11:57,2008-07-10T11:57,42,707,22.21,5.9564,0.0147,1.2666,2.6764,0.1117,1.65,4.0604,0.338,0.1517,0.3577,0.2538,0.41,0.057,0.819,
191,2008-07-10T11:57,2008-07-11T11:57,42,207,19.59,6.9318,0.0038,1.8971,2.1281,0.1002,0.97,4.6005,0.2593,0.1565,0.5053,0.3839,1.385,0.242,2.771,
192,2008-07-11T11:57,2008-07-12T11:57,42,707,26.09,7.4413,0.0034,1.2955,3.7627,0.1604,2.48,5.0769,0.3812,0.2029,0.424,0.3906,2.256,0.703,4.512,
193,2008-07-12T11:57,2008-07-13T11:57,42,711,21.35,6.1848,0.0024,1.3001,4.2422,0.1609,3,4.9256,0.1535,0.1791,0.4176,0.2791,0.424,0.073,0.849,
194,2008-07-13T11:57,2008-07-14T11:57,42,710,23.73,7.4057,0.0112,1.2855,3.1112,0.0909,1.88,4.8717,0.2419,0.173,0.4185,0.4238,0.313,0.037,0.627,
195,2008-07-14T11:57,2008-07-15T11:57,42,711,49.26,9.3845,0.0048,1.4622,2.6845,0.3616,0.97,6.7871,0.0136,0.2293,0.9498,2.5772,0.82,0.087,1.641,
196,2008-07-15T11:57,2008-07-16T11:57,42,710,47.74,9.6738,0.0113,1.5729,3.7894,0.1344,2.27,6.0095,0.0423,0.2031,0.4857,1.0363,0.45,0.099,0.9,
197,2008-07-16T11:57,2008-07-17T11:57,42,711,28.39,8.3922,0.0099,1.0783,3.3187,0.1116,1.9,5.6375,0.0847,0.1936,0.4581,0.3868,0.162,0.029,0.323,
198,2008-07-17T11:57,2008-07-18T11:57,42,711,28.83,6.7594,0.0032,1.7389,4.0121,0.2045,2.75,5.0035,0.433,0.194,0.4199,0.3422,0.431,0.107,0.861,
199,2008-07-18T11:57,2008-07-19T11:57,42,710,29.63,5.0587,0.0049,2.2718,4.5046,0.331,3.42,4.2969,0.4933,0.1743,0.379,0.5142,0.588,0.105,1.175,
200,2008-07-19T11:57,2008-07-20T11:57,42,709,40.55,4.4726,0.0136,2.3601,4.506,0.3014,3.64,3.4388,0.3368,0.1682,0.3432,1.1955,0.531,0.129,1.063,
201,2008-07-20T11:57,2008-07-21T11:57,42,710,45.09,2.1284,<0.0010,1.4868,4.1543,0.1771,3.65,2.0024,0.0556,0.1063,0.2566,1.1789,0.424,0.102,0.848,
202,2008-07-21T11:57,2008-07-22T11:57,42,684,53.44,5.5066,0.0141,1.5532,4.3317,0.1662,3.36,3.8676,0.147,0.1712,0.3718,1.0518,0.372,0.103,0.744,
203,2008-07-22T11:57,2008-07-23T12:19,42,209,63.92,9.0166,0.0057,1.8225,4.2134,0.123,2.73,5.8739,0.0725,0.202,0.6508,1.2123,0.297,0.119,0.595,
204,2008-07-23T12:19,2008-07-24T11:57,42,699,58.66,5.421,0.0078,1.7941,3.9068,0.0723,2.99,3.6357,0.0789,0.1858,0.3444,1.0543,0.252,0.116,0.504,
205,2008-07-24T11:57,2008-07-25T11:57,42,710,47.8,5.678,0.0057,1.414,3.7535,0.0807,2.79,3.8264,0.2462,0.1571,0.3612,0.7975,0.164,0.049,0.329,
206,2008-07-25T11:57,2008-07-26T11:57,42,711,39.79,8.1007,0.0031,0.7693,2.7534,0.0923,1.51,4.9341,0.0725,0.1973,0.4051,0.7532,0.21,0.052,0.42,
207,2008-07-26T11:57,2008-07-27T11:57,42,636,64.35,7.636,0.0045,1.4562,3.0283,0.3744,1.57,5.7707,0.0834,0.2089,0.8371,2.8884,0.495,0.117,0.99,
208,2008-07-27T11:57,2008-07-28T11:54,42,708,61.93,5.1346,<0.0010,1.7164,3.6066,0.1179,2.76,3.3433,0.1066,0.1604,0.3483,1.5848,0.428,0.062,0.857,
209,2008-07-28T12:41,2008-07-29T11:57,42,689,32.07,4.0632,0.0084,0.9511,2.9928,0.0815,2.25,2.9525,0.0477,0.1127,0.2972,0.6658,0.186,0.031,0.371,
210,2008-07-29T11:57,2008-07-30T11:57,42,713,39.21,6.9863,0.0112,1.1901,5.1785,0.1146,3.93,4.9469,0.2823,0.179,0.4171,0.8204,0.365,0.032,0.729,
212,2008-07-30T11:57,2008-07-31T11:57,42,712,35.09,6.2803,0.0178,1.1754,3.7245,0.1193,2.73,3.9297,0.1664,0.1525,0.3719,1.0252,0.376,0.104,0.751,
213,2008-07-31T11:57,2008-08-01T11:57,42,712,23.73,3.4567,<0.0010,1.2362,2.5599,0.071,1.91,2.5605,0.159,0.1035,0.2735,0.5563,0.264,0.063,0.528,
214,2008-08-01T11:57,2008-08-04T11:57,42,2264,41.71,4.7957,0.0067,0.6503,1.7404,0.0572,0.99,2.9836,0.0265,0.156,0.2006,0.4899,0.553,0.054,1.105,
168,2008-08-07T11:57,2008-08-10T11:57,42,2219,56.02,2.6621,0.0063,0.9877,2.1683,0.053,1.72,1.7873,0.0121,0.0819,0.1534,0.8456,0.535,0.099,1.07,
169,2008-08-13T11:57,2008-08-16T11:57,42,2253,17.87,1.8925,<0.0010,0.5285,1.2079,0.0436,0.85,1.4378,0.0178,0.0539,0.1313,0.1652,0.162,0.022,0.324,
170,2008-08-19T11:57,2008-08-22T11:57,42,2268,56.63,4.0197,0.0058,0.7022,1.4323,0.0485,0.84,2.3508,0.0042,0.0908,0.1744,0.7393,0.898,0.062,1.795,
171,2008-08-25T11:57,2008-08-28T11:57,42,2271,29.92,3.2396,0.0103,0.3949,1.0895,0.033,0.6,1.9318,0.0058,0.0726,0.1624,0.3087,0.186,0.05,0.372,
172,2008-08-31T11:57,2008-09-03T11:57,42,2270,54.69,4.2794,0.003,0.5776,1.8364,0.0571,1.21,2.4658,0.0048,0.0868,0.2016,0.7769,0.46,0.113,0.919,
173,2008-09-06T11:57,2008-09-09T11:57,42,2268,32.56,3.0697,<0.0010,0.8011,1.7443,0.0434,1.2,2.1589,0.0082,0.0788,0.1735,0.3456,0.186,0.055,0.372,
174,2008-09-12T11:57,2008-09-15T11:57,42,2263,42.77,1.8,<0.0010,0.3685,1.0067,0.0368,0.67,1.3514,0.0243,0.047,0.1197,0.1147,<0.100,<0.030,,
175,2008-09-18T11:57,2008-09-21T11:57,42,2268,57.83,1.2694,<0.0010,0.5737,1.49,0.0461,1.2,1.1432,0.0242,0.0542,0.1096,0.2565,0.182,0.051,0.364,
176,2008-09-24T11:57,2008-09-27T11:57,42,2266,33.33,1.2265,<0.0010,0.3766,1.0111,0.034,0.78,0.9351,0.0089,0.0454,0.089,0.3094,0.249,0.061,0.498,
177,2008-09-30T11:57,2008-10-03T11:57,42,2267,39.49,1.5574,<0.0010,0.3331,0.6896,0.0261,0.43,1.0221,0.0133,0.0478,0.078,0.2259,0.276,0.087,0.551,
178,2008-10-06T11:57,2008-10-09T11:57,42,1965,78.6,4.2184,0.0046,0.5231,1.375,0.0377,0.74,2.5214,0.0215,0.1015,0.1838,0.3937,0.266,0.086,0.532,
179,2008-10-12T11:57,2008-10-15T11:57,42,2264,58.81,2.7948,0.0015,0.6788,1.6301,0.0418,1.19,1.7335,0.0124,0.069,0.1337,0.584,0.557,0.089,1.114,
180,2008-10-20T12:33,2008-10-21T03:57,42,419,25.73,1.4833,<0.0010,0.7765,0.5917,0.0143,0.35,0.9779,0.0394,0.0351,0.1231,0.2203,0.183,0.006,0.365,
215,2008-10-24T08:05,2008-10-27T08:05,42,2264,,3.7677,0.0032,0.5119,0.8972,0.0234,0.33,2.2505,0.0453,0.0953,0.1462,0.2564,0.27,0.063,0.539,
216,2008-10-30T08:05,2008-11-02T08:05,42,2264,27.18,3.1015,0.0026,0.3333,1.0662,0.0313,0.59,1.893,0.0122,0.0657,0.149,0.2784,0.235,0.051,0.47,
217,2008-11-05T08:05,2008-11-08T08:05,42,2264,40.05,4.4341,0.0061,0.5426,1.1858,0.0409,0.54,2.5694,0.0156,0.091,0.1851,0.3994,0.319,0.064,0.638,
218,2008-11-11T08:05,2008-11-14T08:05,42,2120,156.27,2.0454,0.0083,3.7676,1.1358,0.0266,0.81,1.2993,0.0154,0.1094,0.1165,0.2607,1.948,0.253,3.897,
219,2008-11-17T08:05,2008-11-20T08:05,42,1734,40.66,3.7168,0.004,1.0457,1.4158,0.0502,0.77,2.5804,0.0591,0.1612,0.1882,0.3414,0.577,0.349,1.153,
220,2008-11-23T08:05,2008-11-26T08:05,42,2132,31.68,3.6288,0.0021,1.244,1.4748,0.0777,0.86,2.4198,0.1503,0.1372,0.1787,0.3014,0.638,0.249,1.275,
221,2008-11-29T08:05,2008-12-02T08:05,42,1973,17.9,3.3322,0.0019,0.6632,0.9068,0.0411,0.37,2.1334,0.1095,0.0788,0.1626,0.1488,0.435,0.105,0.87,
222,2008-12-05T08:05,2008-12-08T08:05,42,2098,280.04,3.4897,0.0035,0.6619,3.1962,0.0242,2.63,2.2648,0.0168,0.1682,0.1465,0.8228,1.928,0.492,3.856,
223,2008-12-11T08:05,2008-12-14T08:05,42,1963,25.68,4.678,0.0179,0.4614,1.0454,0.031,0.35,2.7653,0.016,0.0944,0.1902,0.3026,0.537,0.048,1.074,
224,2008-12-17T08:05,2008-12-20T08:05,42,2116,117.39,3.8934,0.0069,0.4936,1.5313,0.025,0.96,2.2777,0.0176,0.1179,0.1486,0.6136,2.06,0.124,4.119,
225,2008-12-23T08:05,2008-12-26T08:05,42,1710,40.14,2.3614,0.0498,0.7675,1.043,0.0484,0.67,1.4766,0.0088,0.0808,0.1381,0.4771,0.497,0.137,0.994,
226,2008-12-29T08:05,2009-01-01T08:05,42,2128,10.62,1.7264,0.0004,0.5516,0.464,0.1053,0.15,1.2402,0.0028,0.0505,0.1424,0.0536,0.227,0.104,0.454,
227,2009-01-04T08:05,2009-01-07T08:05,42,2122,50.13,3.614,0.0026,1.456,1.3936,0.1591,0.81,2.3264,0.044,0.1323,0.3183,0.7929,0.62,0.205,1.24,
230,2009-01-07T13:37,2009-01-08T12:26,42,673,13.57,2.2914,0.001,0.4157,0.6907,0.0886,0.31,1.4955,0,0.0396,0.1527,0.0913,0.275,0.092,0.55,
231,2009-01-08T13:30,2009-01-09T13:15,42,699,12.71,2.6844,0.0024,0.3831,0.6825,0.0725,0.28,1.5895,0.0967,0.0506,0.1615,0.0594,0.427,0.072,0.854,
232,2009-01-09T13:15,2009-01-10T13:15,42,706,10.48,2.3141,0.0016,0.3489,0.5549,0.0849,0.2,1.4195,0.073,0.0314,0.15,0.0579,0.225,0.053,0.449,
233,2009-01-10T13:15,2009-01-11T13:15,42,706,6.34,1.81,0.0002,0.19,0.5264,0.2169,0.24,1.133,0.0251,0.1963,0.1078,0.1285,0.194,<0.030,0.388,
234,2009-01-11T13:15,2009-01-12T13:15,42,706,36.45,3.7469,0.0027,0.4092,0.8393,0.1152,0.18,2.6204,<0.0020,0.0809,0.2909,0.3217,1.718,0.276,3.436,
235,2009-01-12T13:15,2009-01-13T13:15,42,707,107.08,4.1071,0.0037,0.5484,1.0624,0.2152,0.37,2.7605,<0.0020,0.0731,0.3467,0.8085,0.378,0.035,0.756,
236,2009-01-13T13:15,2009-01-14T13:15,42,705,93.39,4.0617,0.0023,0.7681,2.2267,0.1716,1.5,2.8646,0.0157,0.0999,0.3323,2.626,0.671,0.145,1.342,
237,2009-01-14T13:15,2009-01-15T13:15,42,705,21.97,3.9374,0.0026,0.8317,2.354,0.2408,1.76,2.358,0.0252,0.1591,0.268,2.1734,1.698,0.218,3.396,
